candidate_id,group_key
job_048_Co_fe_-1.351_n4_generated_crystals_cif__gen_0,SM_Co_008
job_048_Co_fe_-1.351_n4_generated_crystals_cif__gen_1,SM_Co_004
job_048_Co_fe_-1.351_n4_generated_crystals_cif__gen_3,SM_Co_009
job_049_Al_fe_-1.223_n4_generated_crystals_cif__gen_1,SM_Al_004
job_049_Al_fe_-1.223_n4_generated_crystals_cif__gen_2,SM_Al_009
job_049_Al_fe_-1.223_n4_generated_crystals_cif__gen_3,SM_Al_004
job_050_Ti_fe_-1.179_n4_generated_crystals_cif__gen_0,SM_Ti_010
job_050_Ti_fe_-1.179_n4_generated_crystals_cif__gen_1,SM_Ti_010
job_050_Ti_fe_-1.179_n4_generated_crystals_cif__gen_2,SM_Ti_002
job_050_Ti_fe_-1.179_n4_generated_crystals_cif__gen_3,SM_Ti_002
job_051_Co_fe_-1.402_n4_generated_crystals_cif__gen_0,SM_Co_001
job_051_Co_fe_-1.402_n4_generated_crystals_cif__gen_1,SM_Co_003
job_051_Co_fe_-1.402_n4_generated_crystals_cif__gen_2,SM_Co_004
job_052_Ti_fe_-1.107_n4_generated_crystals_cif__gen_0,SM_Ti_002
job_052_Ti_fe_-1.107_n4_generated_crystals_cif__gen_2,SM_Ti_011
job_052_Ti_fe_-1.107_n4_generated_crystals_cif__gen_3,SM_Ti_003
job_053_Co_fe_-0.977_n4_generated_crystals_cif__gen_1,SM_Co_001
job_053_Co_fe_-0.977_n4_generated_crystals_cif__gen_2,SM_Co_006
job_053_Co_fe_-0.977_n4_generated_crystals_cif__gen_3,SM_Co_004
job_054_Al_fe_-0.872_n4_generated_crystals_cif__gen_2,SM_Al_010
job_055_Al_fe_-1.247_n4_generated_crystals_cif__gen_2,SM_Al_003
job_056_Ni_fe_-1.143_n4_generated_crystals_cif__gen_3,SM_Ni_008
job_057_Mn_fe_-0.971_n4_generated_crystals_cif__gen_0,SM_Mn_009
job_057_Mn_fe_-0.971_n4_generated_crystals_cif__gen_1,SM_Mn_004
job_058_Cr_fe_-1.423_n4_generated_crystals_cif__gen_0,SM_Cr_009
job_058_Cr_fe_-1.423_n4_generated_crystals_cif__gen_1,SM_Cr_004
job_058_Cr_fe_-1.423_n4_generated_crystals_cif__gen_2,SM_Cr_005
job_058_Cr_fe_-1.423_n4_generated_crystals_cif__gen_3,SM_Cr_010
job_059_Ti_fe_-1.388_n4_generated_crystals_cif__gen_2,SM_Ti_007
job_060_Ti_fe_-1.204_n4_generated_crystals_cif__gen_0,SM_Ti_002
job_060_Ti_fe_-1.204_n4_generated_crystals_cif__gen_1,SM_Ti_002
job_060_Ti_fe_-1.204_n4_generated_crystals_cif__gen_3,SM_Ti_009
job_061_Mn_fe_-1.231_n4_generated_crystals_cif__gen_0,SM_Mn_004
job_061_Mn_fe_-1.231_n4_generated_crystals_cif__gen_2,SM_Mn_003
job_061_Mn_fe_-1.231_n4_generated_crystals_cif__gen_3,SM_Mn_010
job_062_Mg_fe_-0.803_n4_generated_crystals_cif__gen_0,SM_Mg_004
job_062_Mg_fe_-0.803_n4_generated_crystals_cif__gen_1,SM_Mg_007
job_065_Mn_fe_-1.024_n4_generated_crystals_cif__gen_0,SM_Mn_004
job_065_Mn_fe_-1.024_n4_generated_crystals_cif__gen_1,SM_Mn_008
job_065_Mn_fe_-1.024_n4_generated_crystals_cif__gen_2,SM_Mn_003
job_066_Mn_fe_-1.023_n4_generated_crystals_cif__gen_0,SM_Mn_011
job_066_Mn_fe_-1.023_n4_generated_crystals_cif__gen_1,SM_Mn_010
job_066_Mn_fe_-1.023_n4_generated_crystals_cif__gen_2,SM_Mn_008
job_066_Mn_fe_-1.023_n4_generated_crystals_cif__gen_3,SM_Mn_004
job_067_Mg_fe_-0.974_n4_generated_crystals_cif__gen_1,SM_Mg_004
job_068_Cr_fe_-1.051_n4_generated_crystals_cif__gen_0,SM_Cr_008
job_068_Cr_fe_-1.051_n4_generated_crystals_cif__gen_1,SM_Cr_005
job_068_Cr_fe_-1.051_n4_generated_crystals_cif__gen_3,SM_Cr_011
job_069_Mn_fe_-1.295_n4_generated_crystals_cif__gen_0,SM_Mn_010
job_069_Mn_fe_-1.295_n4_generated_crystals_cif__gen_1,SM_Mn_012
job_069_Mn_fe_-1.295_n4_generated_crystals_cif__gen_2,SM_Mn_013
job_069_Mn_fe_-1.295_n4_generated_crystals_cif__gen_3,SM_Mn_003
job_070_Ni_fe_-1.182_n4_generated_crystals_cif__gen_1,SM_Ni_002
job_070_Ni_fe_-1.182_n4_generated_crystals_cif__gen_2,SM_Ni_002
job_070_Ni_fe_-1.182_n4_generated_crystals_cif__gen_3,SM_Ni_003
job_071_Ti_fe_-0.887_n4_generated_crystals_cif__gen_2,SM_Ti_012
job_071_Ti_fe_-0.887_n4_generated_crystals_cif__gen_3,SM_Ti_002
job_072_Co_fe_-0.820_n4_generated_crystals_cif__gen_0,SM_Co_006
job_072_Co_fe_-0.820_n4_generated_crystals_cif__gen_1,SM_Co_003
job_072_Co_fe_-0.820_n4_generated_crystals_cif__gen_2,SM_Co_003
job_072_Co_fe_-0.820_n4_generated_crystals_cif__gen_3,SM_Co_010
job_073_Cr_fe_-1.375_n4_generated_crystals_cif__gen_0,SM_Cr_012
job_073_Cr_fe_-1.375_n4_generated_crystals_cif__gen_1,SM_Cr_003
job_073_Cr_fe_-1.375_n4_generated_crystals_cif__gen_2,SM_Cr_006
job_073_Cr_fe_-1.375_n4_generated_crystals_cif__gen_3,SM_Cr_008
job_074_Mn_fe_-0.891_n4_generated_crystals_cif__gen_1,SM_Mn_003
job_074_Mn_fe_-0.891_n4_generated_crystals_cif__gen_2,SM_Mn_014
job_074_Mn_fe_-0.891_n4_generated_crystals_cif__gen_3,SM_Mn_004
job_075_Co_fe_-0.911_n4_generated_crystals_cif__gen_0,SM_Co_001
job_075_Co_fe_-0.911_n4_generated_crystals_cif__gen_1,SM_Co_011
job_075_Co_fe_-0.911_n4_generated_crystals_cif__gen_2,SM_Co_003
job_075_Co_fe_-0.911_n4_generated_crystals_cif__gen_3,SM_Co_001
job_076_Mg_fe_-1.074_n4_generated_crystals_cif__gen_0,SM_Mg_004
job_077_Ni_fe_-1.238_n4_generated_crystals_cif__gen_0,SM_Ni_009
job_077_Ni_fe_-1.238_n4_generated_crystals_cif__gen_1,SM_Ni_002
job_077_Ni_fe_-1.238_n4_generated_crystals_cif__gen_3,SM_Ni_002
job_078_Ni_fe_-1.122_n4_generated_crystals_cif__gen_0,SM_Ni_006
job_078_Ni_fe_-1.122_n4_generated_crystals_cif__gen_1,SM_Ni_001
job_078_Ni_fe_-1.122_n4_generated_crystals_cif__gen_2,SM_Ni_003
job_078_Ni_fe_-1.122_n4_generated_crystals_cif__gen_3,SM_Ni_002
job_079_Cr_fe_-0.854_n4_generated_crystals_cif__gen_0,SM_Cr_002
job_079_Cr_fe_-0.854_n4_generated_crystals_cif__gen_1,SM_Cr_013
job_079_Cr_fe_-0.854_n4_generated_crystals_cif__gen_2,SM_Cr_007
job_080_Mn_fe_-1.081_n4_generated_crystals_cif__gen_0,SM_Mn_008
job_080_Mn_fe_-1.081_n4_generated_crystals_cif__gen_1,SM_Mn_007
job_080_Mn_fe_-1.081_n4_generated_crystals_cif__gen_2,SM_Mn_004
job_080_Mn_fe_-1.081_n4_generated_crystals_cif__gen_3,SM_Mn_015
job_081_Al_fe_-1.486_n4_generated_crystals_cif__gen_3,SM_Al_004
job_082_Co_fe_-0.885_n4_generated_crystals_cif__gen_0,SM_Co_001
job_082_Co_fe_-0.885_n4_generated_crystals_cif__gen_1,SM_Co_006
job_083_Cr_fe_-0.935_n4_generated_crystals_cif__gen_1,SM_Cr_007
job_083_Cr_fe_-0.935_n4_generated_crystals_cif__gen_2,SM_Cr_008
job_084_Ni_fe_-1.459_n4_generated_crystals_cif__gen_0,SM_Ni_002
job_084_Ni_fe_-1.459_n4_generated_crystals_cif__gen_1,SM_Ni_001
job_084_Ni_fe_-1.459_n4_generated_crystals_cif__gen_3,SM_Ni_002
job_085_Mg_fe_-0.837_n4_generated_crystals_cif__gen_2,SM_Mg_008
job_086_Mn_fe_-0.988_n4_generated_crystals_cif__gen_0,SM_Mn_010
job_086_Mn_fe_-0.988_n4_generated_crystals_cif__gen_1,SM_Mn_004
job_086_Mn_fe_-0.988_n4_generated_crystals_cif__gen_2,SM_Mn_003
job_086_Mn_fe_-0.988_n4_generated_crystals_cif__gen_3,SM_Mn_016
job_087_Cr_fe_-1.452_n4_generated_crystals_cif__gen_0,SM_Cr_003
job_087_Cr_fe_-1.452_n4_generated_crystals_cif__gen_2,SM_Cr_011
job_087_Cr_fe_-1.452_n4_generated_crystals_cif__gen_3,SM_Cr_005
job_088_Cr_fe_-1.127_n4_generated_crystals_cif__gen_0,SM_Cr_003
job_088_Cr_fe_-1.127_n4_generated_crystals_cif__gen_1,SM_Cr_003
job_088_Cr_fe_-1.127_n4_generated_crystals_cif__gen_2,SM_Cr_006
job_088_Cr_fe_-1.127_n4_generated_crystals_cif__gen_3,SM_Cr_008
job_089_Ni_fe_-1.410_n4_generated_crystals_cif__gen_0,SM_Ni_003
job_089_Ni_fe_-1.410_n4_generated_crystals_cif__gen_1,SM_Ni_002
job_089_Ni_fe_-1.410_n4_generated_crystals_cif__gen_2,SM_Ni_010
job_089_Ni_fe_-1.410_n4_generated_crystals_cif__gen_3,SM_Ni_008
job_090_Al_fe_-0.837_n4_generated_crystals_cif__gen_1,SM_Al_004
job_090_Al_fe_-0.837_n4_generated_crystals_cif__gen_2,SM_Al_006
job_090_Al_fe_-0.837_n4_generated_crystals_cif__gen_3,SM_Al_003
job_091_Ni_fe_-1.314_n4_generated_crystals_cif__gen_0,SM_Ni_001
job_091_Ni_fe_-1.314_n4_generated_crystals_cif__gen_1,SM_Ni_002
job_091_Ni_fe_-1.314_n4_generated_crystals_cif__gen_2,SM_Ni_009
job_091_Ni_fe_-1.314_n4_generated_crystals_cif__gen_3,SM_Ni_007
job_092_Cr_fe_-1.075_n4_generated_crystals_cif__gen_1,SM_Cr_014
job_092_Cr_fe_-1.075_n4_generated_crystals_cif__gen_2,SM_Cr_008
job_092_Cr_fe_-1.075_n4_generated_crystals_cif__gen_3,SM_Cr_015
job_093_Ni_fe_-0.850_n4_generated_crystals_cif__gen_1,SM_Ni_003
job_093_Ni_fe_-0.850_n4_generated_crystals_cif__gen_2,SM_Ni_002
job_093_Ni_fe_-0.850_n4_generated_crystals_cif__gen_3,SM_Ni_001
job_094_Cr_fe_-0.989_n4_generated_crystals_cif__gen_0,SM_Cr_016
job_094_Cr_fe_-0.989_n4_generated_crystals_cif__gen_1,SM_Cr_005
job_094_Cr_fe_-0.989_n4_generated_crystals_cif__gen_2,SM_Cr_004
job_095_Ni_fe_-1.001_n4_generated_crystals_cif__gen_0,SM_Ni_011
job_095_Ni_fe_-1.001_n4_generated_crystals_cif__gen_1,SM_Ni_003
job_095_Ni_fe_-1.001_n4_generated_crystals_cif__gen_3,SM_Ni_012
job_096_Al_fe_-0.803_n4_generated_crystals_cif__gen_2,SM_Al_011
job_096_Al_fe_-0.803_n4_generated_crystals_cif__gen_3,SM_Al_008
job_097_Ti_fe_-1.239_n4_generated_crystals_cif__gen_0,SM_Ti_010
job_097_Ti_fe_-1.239_n4_generated_crystals_cif__gen_1,SM_Ti_002
job_097_Ti_fe_-1.239_n4_generated_crystals_cif__gen_2,SM_Ti_013
