id,iteration,target_feature,pseudo_feature,actual_feature,distance,selection_method,P_hit,U_i,group_key,mode,is_valid,target_label
job_030_Mn_fe_-1.234_n4_generated_crystals_cif__gen_3,8,-2.1,-1.9758667945861816,-1.9887442588806152,0.1241332054138184,gated_ta_dpp,0.3110857365498095,0.0130796789820421,LiMn2O4,dpp_diverse,0,0
job_216_Cr_fe_-0.890_n4_generated_crystals_cif__gen_0,8,-2.1,-2.200277328491211,-2.2009010314941406,-0.1002773284912108,gated_ta_dpp,0.3232846666733134,0.029351184818124,LiCr2O4,dpp_diverse,0,0
job_136_Cr_fe_-1.181_n4_generated_crystals_cif__gen_2,8,-2.1,-2.2064781188964844,-2.209388256072998,-0.1064781188964842,gated_ta_dpp,0.323533797289424,0.0270512402701725,LiCr2O4,dpp_diverse,0,0
job_020_Mn_fe_-0.989_n4_generated_crystals_cif__gen_1,8,-2.1,-2.008809328079224,-2.02649188041687,0.091190671920776,gated_ta_dpp,0.2792922277680498,0.0434770689473148,LiMn2O4,dpp_diverse,1,1
job_249_Cr_fe_-1.500_n4_generated_crystals_cif__gen_0,8,-2.1,-2.2061147689819336,-2.23165249824524,-0.1061147689819335,gated_ta_dpp,0.2989685463114919,0.0343730193056884,LiCr2O4,dpp_diverse,0,0
job_129_Mn_fe_-0.852_n4_generated_crystals_cif__gen_0,8,-2.1,-1.957533836364746,-1.9830282926559448,0.142466163635254,gated_ta_dpp,0.2683248786831929,0.0283498191909956,LiMn2O4,dpp_diverse,0,0
job_167_Mn_fe_-0.885_n4_generated_crystals_cif__gen_1,8,-2.1,-1.980888843536377,-2.0094380378723145,0.1191111564636231,gated_ta_dpp,0.2661628674450064,0.0414986797907742,LiMn2O4,dpp_diverse,0,0
job_092_Cr_fe_-1.075_n4_generated_crystals_cif__gen_3,8,-2.1,-2.0685927867889404,-2.1069674491882324,0.0314072132110596,gated_ta_dpp,0.2621625220922557,0.0542852077043141,LiCr2O4,dpp_diverse,1,1
job_069_Mn_fe_-1.295_n4_generated_crystals_cif__gen_2,8,-2.1,-1.973280429840088,-1.9959614276885984,0.1267195701599122,gated_ta_dpp,0.2632462388544235,0.0402091601920072,LiMn2O4,dpp_diverse,0,0
job_080_Mn_fe_-1.081_n4_generated_crystals_cif__gen_0,8,-2.1,-1.9864027500152588,-1.9899033308029173,0.1135972499847413,gated_ta_dpp,0.258921817977267,0.0456128168493789,LiMn2O4,dpp_diverse,0,0
job_146_Cr_fe_-1.128_n4_generated_crystals_cif__gen_2,8,-2.1,-2.2349419593811035,-2.204536199569702,-0.1349419593811034,gated_ta_dpp,0.2575039913825034,0.0395470208373557,LiCr2O4,dpp_diverse,0,0
job_162_Mn_fe_-1.493_n4_generated_crystals_cif__gen_2,8,-2.1,-1.98515784740448,-2.01844334602356,0.1148421525955201,gated_ta_dpp,0.2578063077348426,0.045729967258726,LiMn2O4,dpp_diverse,0,0
job_079_Cr_fe_-0.854_n4_generated_crystals_cif__gen_2,8,-2.1,-2.244741678237915,-2.203239917755127,-0.1447416782379149,gated_ta_dpp,0.2513428868114518,0.0378884737950166,LiCr2O4,dpp_diverse,0,0
job_233_Mn_fe_-1.136_n4_generated_crystals_cif__gen_2,8,-2.1,-1.969815850257873,-2.0037527084350586,0.130184149742127,gated_ta_dpp,0.2559012150586667,0.0420840256966574,LiMn2O4,dpp_diverse,0,0
job_196_Cr_fe_-0.819_n4_generated_crystals_cif__gen_1,8,-2.1,-2.0540261268615723,-2.1088345050811768,0.0459738731384278,gated_ta_dpp,0.2468906241200014,0.0583875771629692,LiCr2O4,dpp_diverse,1,1
job_087_Cr_fe_-1.452_n4_generated_crystals_cif__gen_2,9,-2.1,-2.184315919876098,-2.19195294380188,-0.0843159198760981,gated_ta_dpp,0.3915571049381855,0.012201961004652,LiCr2O4,dpp_diverse,0,0
job_066_Mn_fe_-1.023_n4_generated_crystals_cif__gen_2,9,-2.1,-1.9864839315414429,-1.9932122230529783,0.1135160684585572,gated_ta_dpp,0.3421797698328787,0.0054054926682826,LiMn2O4,dpp_diverse,0,0
job_088_Cr_fe_-1.127_n4_generated_crystals_cif__gen_3,9,-2.1,-2.1696462631225586,-2.148867130279541,-0.0696462631225585,gated_ta_dpp,0.3695243648858985,0.018481102305421,LiCr2O4,dpp_diverse,1,1
job_134_Mn_fe_-0.810_n4_generated_crystals_cif__gen_3,9,-2.1,-2.0330145359039307,-2.015132188796997,0.0669854640960694,gated_ta_dpp,0.3397124478824415,0.0234047837415143,LiMn2O4,dpp_diverse,0,0
job_201_Cr_fe_-1.216_n4_generated_crystals_cif__gen_0,9,-2.1,-2.215250015258789,-2.192210912704468,-0.1152500152587889,gated_ta_dpp,0.3288564223889462,0.0125563370302262,LiCr2O4,dpp_diverse,0,0
job_061_Mn_fe_-1.231_n4_generated_crystals_cif__gen_2,9,-2.1,-1.980977296829224,-2.0183801651000977,0.119022703170776,gated_ta_dpp,0.326213632509297,0.0073869575285062,LiMn2O4,dpp_diverse,0,0
job_105_Mn_fe_-0.898_n4_generated_crystals_cif__gen_0,9,-2.1,-1.9961116313934328,-2.0049145221710205,0.1038883686065672,gated_ta_dpp,0.3142179942943843,0.0215509381290166,LiMn2O4,dpp_diverse,0,0
job_088_Cr_fe_-1.127_n4_generated_crystals_cif__gen_0,9,-2.1,-2.1999590396881104,-2.191210985183716,-0.0999590396881102,gated_ta_dpp,0.3026138829954258,0.0251912212716314,LiCr2O4,dpp_diverse,0,0
job_224_Mn_fe_-1.419_n4_generated_crystals_cif__gen_0,9,-2.1,-2.009678840637207,-2.018557071685791,0.090321159362793,gated_ta_dpp,0.2986552868373252,0.0278818881907809,LiMn2O4,dpp_diverse,0,0
job_212_Cr_fe_-1.473_n4_generated_crystals_cif__gen_3,9,-2.1,-2.223104953765869,-2.209064722061157,-0.123104953765869,gated_ta_dpp,0.2969295144941533,0.01943062560222,LiCr2O4,dpp_diverse,0,0
job_057_Mn_fe_-0.971_n4_generated_crystals_cif__gen_0,9,-2.1,-1.9720017910003664,-1.996131181716919,0.1279982089996336,gated_ta_dpp,0.2869268593203215,0.0206279117853841,LiMn2O4,dpp_diverse,0,0
job_087_Cr_fe_-1.452_n4_generated_crystals_cif__gen_0,9,-2.1,-2.20245361328125,-2.190068006515503,-0.1024536132812499,gated_ta_dpp,0.2772468947373616,0.0309524730350086,LiCr2O4,dpp_diverse,0,0
job_074_Mn_fe_-0.891_n4_generated_crystals_cif__gen_1,9,-2.1,-1.9925627708435056,-2.007370948791504,0.1074372291564944,gated_ta_dpp,0.2809976438652946,0.0289837499230394,LiMn2O4,dpp_diverse,0,0
job_147_Mn_fe_-0.827_n4_generated_crystals_cif__gen_1,9,-2.1,-2.023855209350586,-2.0137922763824463,0.0761447906494141,gated_ta_dpp,0.269859136898592,0.0364389359178021,LiMn2O4,dpp_diverse,0,0
job_068_Cr_fe_-1.051_n4_generated_crystals_cif__gen_1,9,-2.1,-2.232299327850342,-2.1796183586120605,-0.1322993278503417,gated_ta_dpp,0.2622728628443319,0.0280953928090365,LiCr2O4,dpp_diverse,1,1
job_232_Mn_fe_-1.004_n4_generated_crystals_cif__gen_3,9,-2.1,-1.9836084842681885,-1.9042694568634035,0.1163915157318116,gated_ta_dpp,0.2606778149559804,0.0329346911052997,LiMn2O4,dpp_diverse,0,0
job_224_Mn_fe_-1.419_n4_generated_crystals_cif__gen_3,10,-2.1,-2.013752222061157,-2.015972852706909,0.0862477779388433,gated_ta_dpp,0.4090810734534793,0.0092878831636692,LiMn2O4,dpp_diverse,0,0
job_120_Cr_fe_-1.424_n4_generated_crystals_cif__gen_3,10,-2.1,-2.1707019805908203,-2.163705587387085,-0.0707019805908202,gated_ta_dpp,0.3776163369220599,0.0177872919124028,LiCr2O4,dpp_diverse,1,1
job_044_Mn_fe_-0.936_n4_generated_crystals_cif__gen_2,10,-2.1,-1.9957528114318848,-2.001737117767334,0.1042471885681153,gated_ta_dpp,0.3714671650471745,0.0061913707853897,LiMn2O4,dpp_diverse,0,0
job_042_Cr_fe_-0.962_n4_generated_crystals_cif__gen_3,10,-2.1,-2.218738317489624,-2.182271242141724,-0.1187383174896239,gated_ta_dpp,0.3217917994313637,0.0130431867763177,LiCr2O4,dpp_diverse,0,0
job_195_Mn_fe_-1.284_n4_generated_crystals_cif__gen_1,10,-2.1,-1.993871808052063,-2.023439645767212,0.1061281919479371,gated_ta_dpp,0.3513637721386126,0.0120327470011213,LiMn2O4,dpp_diverse,1,1
job_065_Mn_fe_-1.024_n4_generated_crystals_cif__gen_2,10,-2.1,-1.9906481504440308,-2.008341789245605,0.1093518495559693,gated_ta_dpp,0.3311846741082495,0.0160297120524845,LiMn2O4,dpp_diverse,0,0
job_044_Mn_fe_-0.936_n4_generated_crystals_cif__gen_3,10,-2.1,-1.9848787784576416,-2.002866506576538,0.1151212215423584,gated_ta_dpp,0.3220618911188946,0.0157434246424883,LiMn2O4,dpp_diverse,0,0
job_120_Cr_fe_-1.424_n4_generated_crystals_cif__gen_2,10,-2.1,-2.211120843887329,-2.225569486618042,-0.111120843887329,gated_ta_dpp,0.2866363239041393,0.0273274250799844,LiCr2O4,dpp_diverse,0,0
job_234_Cr_fe_-1.123_n4_generated_crystals_cif__gen_0,10,-2.1,-2.239119529724121,-2.1932477951049805,-0.139119529724121,gated_ta_dpp,0.2734868522554546,0.0201245251703482,LiCr2O4,dpp_diverse,0,0
job_073_Cr_fe_-1.375_n4_generated_crystals_cif__gen_1,10,-2.1,-2.214165687561035,-2.199387788772583,-0.114165687561035,gated_ta_dpp,0.2691225469535042,0.0315991430958563,LiCr2O4,dpp_diverse,0,0
job_232_Mn_fe_-1.004_n4_generated_crystals_cif__gen_1,10,-2.1,-1.981862545013428,-2.0107791423797607,0.1181374549865721,gated_ta_dpp,0.2703050576953489,0.0303014524976492,LiMn2O4,dpp_diverse,0,0
job_208_Cr_fe_-1.031_n4_generated_crystals_cif__gen_1,10,-2.1,-2.2564356327056885,-2.1959590911865234,-0.1564356327056884,gated_ta_dpp,0.2448822221341242,0.0240427514783821,LiCr2O4,dpp_diverse,0,0
job_167_Mn_fe_-0.885_n4_generated_crystals_cif__gen_2,10,-2.1,-1.9416676759719849,-1.995753526687622,0.1583323240280152,gated_ta_dpp,0.2435344973269354,0.0166385518108622,LiMn2O4,dpp_diverse,0,0
job_094_Cr_fe_-0.989_n4_generated_crystals_cif__gen_2,10,-2.1,-2.201106309890747,-2.166190385818481,-0.1011063098907469,gated_ta_dpp,0.2348733382606126,0.0445497195488544,LiCr2O4,dpp_diverse,1,1
job_105_Mn_fe_-0.898_n4_generated_crystals_cif__gen_3,10,-2.1,-1.9416477680206297,-1.9902012348175049,0.1583522319793704,gated_ta_dpp,0.2395756240523026,0.0138325680037938,LiMn2O4,dpp_diverse,0,0
job_058_Cr_fe_-1.423_n4_generated_crystals_cif__gen_0,10,-2.1,-2.056166648864746,-2.036665916442871,0.0438333511352539,gated_ta_dpp,0.2221200667610764,0.0534713632561499,LiCr2O4,dpp_diverse,1,1
job_127_Mn_fe_-1.465_n4_generated_crystals_cif__gen_2,11,-2.1,-2.03724217414856,-2.0267858505249023,0.06275782585144,gated_ta_dpp,0.5035952596577957,0.0181674597301115,LiMn2O4,dpp_diverse,1,1
job_112_Cr_fe_-1.215_n4_generated_crystals_cif__gen_1,11,-2.1,-2.222416877746582,-2.181520700454712,-0.1224168777465819,gated_ta_dpp,0.2819870299018553,0.0408498820759978,LiCr2O4,dpp_diverse,0,0
job_006_Mn_fe_-1.347_n4_generated_crystals_cif__gen_1,11,-2.1,-2.0127487182617188,-2.0493369102478027,0.0872512817382813,gated_ta_dpp,0.3761879543149022,0.0286640304018691,LiMn2O4,dpp_diverse,1,1
job_118_Mn_fe_-1.458_n4_generated_crystals_cif__gen_0,11,-2.1,-1.9913767576217647,-2.009093761444092,0.1086232423782354,gated_ta_dpp,0.349449158800145,0.0245902428704216,LiMn2O4,dpp_diverse,0,0
job_149_Mn_fe_-1.083_n4_generated_crystals_cif__gen_2,11,-2.1,-1.997017502784729,-1.9118714332580569,0.102982497215271,gated_ta_dpp,0.3350825202547565,0.0321966804025366,LiMn2O4,dpp_diverse,0,0
job_134_Mn_fe_-0.810_n4_generated_crystals_cif__gen_0,11,-2.1,-1.999875545501709,-2.003242492675781,0.1001244544982911,gated_ta_dpp,0.332898239989393,0.0337704070987262,LiMn2O4,dpp_diverse,0,0
job_020_Mn_fe_-0.989_n4_generated_crystals_cif__gen_0,11,-2.1,-2.0212831497192383,-2.0219147205352783,0.0787168502807618,gated_ta_dpp,0.3260953315730246,0.0402496849948467,LiMn2O4,dpp_diverse,1,1
job_044_Mn_fe_-0.936_n4_generated_crystals_cif__gen_0,11,-2.1,-2.0037996768951416,-2.011162757873535,0.0962003231048584,gated_ta_dpp,0.3252528798813503,0.0367541984732834,LiMn2O4,dpp_diverse,0,0
job_142_Mn_fe_-1.095_n4_generated_crystals_cif__gen_1,11,-2.1,-2.001887321472168,-1.993648648262024,0.0981126785278321,gated_ta_dpp,0.3113486200847811,0.0396196664993492,LiMn2O4,dpp_diverse,0,0
job_113_Mn_fe_-1.432_n4_generated_crystals_cif__gen_2,11,-2.1,-2.00447940826416,-1.9988868236541748,0.0955205917358399,gated_ta_dpp,0.3033666673712191,0.0422095535387813,LiMn2O4,dpp_diverse,0,0
job_126_Cr_fe_-0.901_n4_generated_crystals_cif__gen_2,11,-2.1,-2.246787548065185,-2.234515428543091,-0.146787548065185,gated_ta_dpp,0.2100149589024719,0.0646594717794454,LiCr2O4,dpp_diverse,0,0
job_086_Mn_fe_-0.988_n4_generated_crystals_cif__gen_2,11,-2.1,-1.9922659397125244,-2.0216588973999023,0.1077340602874756,gated_ta_dpp,0.2776794364675831,0.0465901416694979,LiMn2O4,dpp_diverse,1,1
job_134_Mn_fe_-0.810_n4_generated_crystals_cif__gen_1,11,-2.1,-2.003566265106201,-2.0261118412017822,0.0964337348937989,gated_ta_dpp,0.2738764946084664,0.0499927340646049,LiMn2O4,dpp_diverse,1,1
job_129_Mn_fe_-0.852_n4_generated_crystals_cif__gen_1,11,-2.1,-1.963742017745972,-1.996446132659912,0.1362579822540282,gated_ta_dpp,0.2728937263236714,0.0377546088387202,LiMn2O4,dpp_diverse,0,0
job_013_Cr_fe_-1.388_n4_generated_crystals_cif__gen_2,11,-2.1,-2.211077690124512,-2.179424524307251,-0.111077690124512,gated_ta_dpp,0.1971307099166683,0.0777006149582546,LiCr2O4,dpp_diverse,1,1
job_069_Mn_fe_-1.295_n4_generated_crystals_cif__gen_3,11,-2.1,-1.9754246473312376,-2.0107548236846924,0.1245753526687625,gated_ta_dpp,0.271068586156743,0.0440472752173468,LiMn2O4,dpp_diverse,0,0
job_043_Mn_fe_-1.340_n4_generated_crystals_cif__gen_1,12,-2.1,-2.011967658996582,-2.03938102722168,0.088032341003418,gated_ta_dpp,0.3958758104145995,0.0063385410700429,LiMn2O4,dpp_diverse,1,1
job_073_Cr_fe_-1.375_n4_generated_crystals_cif__gen_2,12,-2.1,-2.2277936935424805,-2.2411439418792725,-0.1277936935424803,gated_ta_dpp,0.2925669411363288,0.0136215562992311,LiCr2O4,dpp_diverse,0,0
job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_1,12,-2.1,-2.002849102020264,-2.0427322387695312,0.0971508979797359,gated_ta_dpp,0.3746149168589352,0.0065672195210175,LiMn2O4,dpp_diverse,1,1
job_065_Mn_fe_-1.024_n4_generated_crystals_cif__gen_1,12,-2.1,-2.0113513469696045,-1.9718655347824097,0.0886486530303956,gated_ta_dpp,0.323916734255932,0.0176451106818559,LiMn2O4,dpp_diverse,0,0
job_105_Mn_fe_-0.898_n4_generated_crystals_cif__gen_1,12,-2.1,-1.9690123796463013,-1.9795161485672,0.1309876203536988,gated_ta_dpp,0.2961325093453958,0.0070995386184839,LiMn2O4,dpp_diverse,0,0
job_029_Cr_fe_-1.337_n4_generated_crystals_cif__gen_2,12,-2.1,-2.18397855758667,-2.115389823913574,-0.0839785575866698,gated_ta_dpp,0.2418997120182687,0.03596296039659,LiCr2O4,dpp_diverse,1,1
job_224_Mn_fe_-1.419_n4_generated_crystals_cif__gen_2,12,-2.1,-1.968749046325684,-1.9380772113800049,0.131250953674316,gated_ta_dpp,0.2954140588753197,0.0065927963504419,LiMn2O4,dpp_diverse,0,0
job_190_Mn_fe_-0.838_n4_generated_crystals_cif__gen_1,12,-2.1,-2.010066509246826,-2.0107338428497314,0.0899334907531739,gated_ta_dpp,0.2689820015381506,0.0284972529112898,LiMn2O4,dpp_diverse,0,0
job_029_Cr_fe_-1.337_n4_generated_crystals_cif__gen_1,12,-2.1,-2.229027032852173,-2.171660184860229,-0.1290270328521727,gated_ta_dpp,0.2258759885433853,0.0352678516967221,LiCr2O4,dpp_diverse,1,1
job_094_Cr_fe_-0.989_n4_generated_crystals_cif__gen_1,12,-2.1,-2.243860483169556,-2.1884896755218506,-0.143860483169556,gated_ta_dpp,0.2238420095738097,0.0331097517963687,LiCr2O4,dpp_diverse,0,0
job_106_Mn_fe_-1.140_n4_generated_crystals_cif__gen_2,12,-2.1,-1.9651308059692385,-1.980934858322144,0.1348691940307615,gated_ta_dpp,0.2213714001531233,0.0358902474763344,LiMn2O4,dpp_diverse,0,0
job_058_Cr_fe_-1.423_n4_generated_crystals_cif__gen_2,12,-2.1,-2.240875482559204,-2.193563222885132,-0.140875482559204,gated_ta_dpp,0.1916799754791485,0.0474181508512428,LiCr2O4,dpp_diverse,0,0
job_083_Cr_fe_-0.935_n4_generated_crystals_cif__gen_1,12,-2.1,-2.28391170501709,-2.173450231552124,-0.1839117050170897,gated_ta_dpp,0.1893295960122801,0.0396788334258682,LiCr2O4,dpp_diverse,1,1
job_066_Mn_fe_-1.023_n4_generated_crystals_cif__gen_1,12,-2.1,-1.9304084777832031,-1.9014478921890257,0.1695915222167969,gated_ta_dpp,0.2055009478405374,0.0346883985194097,LiMn2O4,dpp_diverse,0,0
job_061_Mn_fe_-1.231_n4_generated_crystals_cif__gen_3,12,-2.1,-1.9355024099349976,-1.899943828582764,0.1644975900650025,gated_ta_dpp,0.2044860318331589,0.0367089667546297,LiMn2O4,dpp_diverse,0,0
job_240_Cr_fe_-1.413_n4_generated_crystals_cif__gen_1,12,-2.1,-2.1792337894439697,-2.153986930847168,-0.0792337894439696,gated_ta_dpp,0.1850442803426441,0.0563036959864514,LiCr2O4,dpp_diverse,1,1
job_154_Mn_fe_-1.207_n4_generated_crystals_cif__gen_2,13,-2.1,-2.022135734558105,-2.0031816959381104,0.077864265441895,gated_ta_dpp,0.392169644335388,0.0041476272642904,LiMn2O4,dpp_diverse,0,0
job_087_Cr_fe_-1.452_n4_generated_crystals_cif__gen_3,13,-2.1,-2.213566303253174,-2.1994001865386963,-0.1135663032531737,gated_ta_dpp,0.3357701666009743,0.0018601082520625,LiCr2O4,dpp_diverse,0,0
job_065_Mn_fe_-1.024_n4_generated_crystals_cif__gen_0,13,-2.1,-2.0645852088928223,-2.004470109939575,0.0354147911071778,gated_ta_dpp,0.3631648348936834,0.0121092942507261,LiMn2O4,dpp_diverse,0,0
job_234_Cr_fe_-1.123_n4_generated_crystals_cif__gen_3,13,-2.1,-2.1383464336395264,-2.139469623565674,-0.0383464336395262,gated_ta_dpp,0.2473725166784096,0.0317915299948357,LiCr2O4,dpp_diverse,1,1
job_195_Mn_fe_-1.284_n4_generated_crystals_cif__gen_3,13,-2.1,-2.020966053009033,-2.015247106552124,0.0790339469909668,gated_ta_dpp,0.2537463512023261,0.0277784374623618,LiMn2O4,dpp_diverse,0,0
job_127_Mn_fe_-1.465_n4_generated_crystals_cif__gen_3,13,-2.1,-1.962084412574768,-1.995632886886597,0.137915587425232,gated_ta_dpp,0.2411914108595964,0.0225176777002683,LiMn2O4,dpp_diverse,0,0
job_073_Cr_fe_-1.375_n4_generated_crystals_cif__gen_0,13,-2.1,-2.2534854412078857,-2.122122287750244,-0.1534854412078856,gated_ta_dpp,0.2048382545537984,0.0335780624607102,LiCr2O4,dpp_diverse,1,1
job_127_Mn_fe_-1.465_n4_generated_crystals_cif__gen_0,13,-2.1,-1.9683756828308103,-1.9902619123458865,0.1316243171691897,gated_ta_dpp,0.2372710242877175,0.0253143027790913,LiMn2O4,dpp_diverse,0,0
job_176_Mn_fe_-0.980_n4_generated_crystals_cif__gen_2,13,-2.1,-1.9834904670715328,-2.003683567047119,0.1165095329284673,gated_ta_dpp,0.2355433189878985,0.0285036722046454,LiMn2O4,dpp_diverse,0,0
job_149_Mn_fe_-1.083_n4_generated_crystals_cif__gen_3,13,-2.1,-2.0062475204467773,-1.986094355583191,0.0937524795532227,gated_ta_dpp,0.2354927729396795,0.0313090098502917,LiMn2O4,dpp_diverse,0,0
job_212_Cr_fe_-1.473_n4_generated_crystals_cif__gen_0,13,-2.1,-2.2127671241760254,-2.222521543502808,-0.1127671241760253,gated_ta_dpp,0.192203343468518,0.0448621958629935,LiCr2O4,dpp_diverse,0,0
job_106_Mn_fe_-1.140_n4_generated_crystals_cif__gen_1,13,-2.1,-1.934598684310913,-1.9467482566833496,0.165401315689087,gated_ta_dpp,0.2327294965284045,0.0138439428806547,LiMn2O4,dpp_diverse,0,0
job_017_Mn_fe_-1.234_n4_generated_crystals_cif__gen_2,13,-2.1,-1.93367338180542,-2.008680820465088,0.1663266181945801,gated_ta_dpp,0.2327201522453823,0.0118688838417038,LiMn2O4,dpp_diverse,0,0
job_176_Mn_fe_-0.980_n4_generated_crystals_cif__gen_3,13,-2.1,-1.937769651412964,-1.9345104694366453,0.162230348587036,gated_ta_dpp,0.230014760331076,0.0186073962996236,LiMn2O4,dpp_diverse,0,0
job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_0,13,-2.1,-1.936734676361084,-1.8770301342010496,0.1632653236389161,gated_ta_dpp,0.226044127672343,0.0024956651633926,LiMn2O4,dpp_diverse,0,0
job_180_Ti_fe_-0.903_n4_generated_crystals_cif__gen_3,13,-2.1,-6.946444511413574,-3.2196578979492188,-4.846444511413575,gated_ta_dpp,0.0079253529729519,1.0,LiTi2O4,dpp_diverse,0,0
job_197_Mn_fe_-0.871_n4_generated_crystals_cif__gen_2,14,-2.1,-2.0625698566436768,-2.0271286964416504,0.0374301433563233,gated_ta_dpp,0.5125570936437308,0.0033104210444193,LiMn2O4,dpp_diverse,1,1
job_006_Mn_fe_-1.347_n4_generated_crystals_cif__gen_2,14,-2.1,-2.075346708297729,-2.009329319000244,0.024653291702271,gated_ta_dpp,0.472230017614877,0.0087762317062098,LiMn2O4,dpp_diverse,0,0
job_171_Cr_fe_-1.042_n4_generated_crystals_cif__gen_0,14,-2.1,-2.282791376113892,-2.1936843395233154,-0.1827913761138919,gated_ta_dpp,0.2066386697817578,0.0391117248268192,LiCr2O4,dpp_diverse,0,0
job_080_Mn_fe_-1.081_n4_generated_crystals_cif__gen_1,14,-2.1,-2.035839319229126,-1.927605509757996,0.0641606807708741,gated_ta_dpp,0.2959737544392417,0.0353425445166642,LiMn2O4,dpp_diverse,0,0
job_190_Mn_fe_-0.838_n4_generated_crystals_cif__gen_2,14,-2.1,-1.9607524871826167,-1.9161067008972168,0.1392475128173833,gated_ta_dpp,0.2770718141943317,0.0074891593980807,LiMn2O4,dpp_diverse,0,0
job_017_Mn_fe_-1.234_n4_generated_crystals_cif__gen_3,14,-2.1,-2.034818410873413,-1.9223705530166624,0.065181589126587,gated_ta_dpp,0.2685816911301559,0.0435126854918553,LiMn2O4,dpp_diverse,0,0
job_240_Cr_fe_-1.413_n4_generated_crystals_cif__gen_0,14,-2.1,-2.2906153202056885,-2.1912271976470947,-0.1906153202056884,gated_ta_dpp,0.2015542247932371,0.0241639844341464,LiCr2O4,dpp_diverse,0,0
job_003_Mn_fe_-1.026_n4_generated_crystals_cif__gen_0,14,-2.1,-1.9626588821411133,-1.919202446937561,0.1373411178588868,gated_ta_dpp,0.2616597423435143,0.0281678562135373,LiMn2O4,dpp_diverse,0,0
job_006_Mn_fe_-1.347_n4_generated_crystals_cif__gen_0,14,-2.1,-1.967258334159851,-1.9178762435913088,0.132741665840149,gated_ta_dpp,0.2601663249394766,0.0313524571449905,LiMn2O4,dpp_diverse,0,0
job_042_Cr_fe_-0.962_n4_generated_crystals_cif__gen_1,14,-2.1,-2.266879081726074,-2.156160831451416,-0.1668790817260741,gated_ta_dpp,0.2022757426354311,0.0037544512615324,LiCr2O4,dpp_diverse,1,1
job_019_Mg_fe_-1.315_n4_generated_crystals_cif__gen_0,14,-2.1,-1.937751054763794,-1.7464520931243896,0.1622489452362061,gated_ta_dpp,0.1379250469500444,0.1154438268125304,LiMg2O4,dpp_diverse,0,0
job_125_Mn_fe_-1.190_n4_generated_crystals_cif__gen_3,14,-2.1,-2.06905460357666,-2.035506010055542,0.0309453964233399,gated_ta_dpp,0.2276731170984269,0.0615134524720928,LiMn2O4,dpp_diverse,1,1
job_024_Mg_fe_-0.880_n4_generated_crystals_cif__gen_3,14,-2.1,-2.269040107727051,-2.004354953765869,-0.1690401077270507,gated_ta_dpp,0.1432577702733678,0.1076706567545605,LiMg2O4,dpp_diverse,0,0
job_154_Mn_fe_-1.207_n4_generated_crystals_cif__gen_3,14,-2.1,-2.054309368133545,-2.0229361057281494,0.0456906318664551,gated_ta_dpp,0.2076642778750557,0.0704886353873135,LiMn2O4,dpp_diverse,1,1
job_069_Mn_fe_-1.295_n4_generated_crystals_cif__gen_1,14,-2.1,-2.019122838973999,-1.9281095266342163,0.080877161026001,gated_ta_dpp,0.2067085618791818,0.0682475814279472,LiMn2O4,dpp_diverse,0,0
job_133_Mn_fe_-1.385_n4_generated_crystals_cif__gen_0,14,-2.1,-2.0270779132843018,-1.996690034866333,0.0729220867156983,gated_ta_dpp,0.2017543293601511,0.0717978357077606,LiMn2O4,dpp_diverse,0,0
job_030_Mn_fe_-1.234_n4_generated_crystals_cif__gen_1,15,-2.1,-2.0040671825408936,-1.9320378303527832,0.0959328174591065,gated_ta_dpp,0.2432924960638782,0.0915024481786592,LiMn2O4,dpp_diverse,0,0
job_181_Mg_fe_-1.158_n4_generated_crystals_cif__gen_3,15,-2.1,-1.9102303981781008,-1.8703339099884035,0.1897696018218992,gated_ta_dpp,0.1498037788994013,0.1522702183476664,LiMg2O4,dpp_diverse,0,0
job_162_Mn_fe_-1.493_n4_generated_crystals_cif__gen_3,15,-2.1,-1.965185642242432,-1.8956153392791748,0.134814357757568,gated_ta_dpp,0.2384393752091805,0.0824031039705292,LiMn2O4,dpp_diverse,0,0
job_162_Mn_fe_-1.493_n4_generated_crystals_cif__gen_1,15,-2.1,-1.94612729549408,-1.9411338567733765,0.15387270450592,gated_ta_dpp,0.2189861617364734,0.0881742283312402,LiMn2O4,dpp_diverse,0,0
job_060_Ti_fe_-1.204_n4_generated_crystals_cif__gen_0,15,-2.1,-3.2979989051818848,-3.213284730911255,-1.197998905181885,gated_ta_dpp,0.0247039412703048,1.0,LiTi2O4,dpp_diverse,0,0
job_127_Mn_fe_-1.465_n4_generated_crystals_cif__gen_1,15,-2.1,-1.911976337432861,-1.92506754398346,0.1880236625671389,gated_ta_dpp,0.1818126770697549,0.1089345286853186,LiMn2O4,dpp_diverse,0,0
job_233_Mn_fe_-1.136_n4_generated_crystals_cif__gen_1,15,-2.1,-1.948429107666016,-1.907696962356568,0.151570892333984,gated_ta_dpp,0.1741649387307509,0.1316132064144304,LiMn2O4,dpp_diverse,0,0
job_004_Mg_fe_-1.439_n4_generated_crystals_cif__gen_1,15,-2.1,-2.4065988063812256,-2.100620985031128,-0.3065988063812255,gated_ta_dpp,0.0913341754987028,0.2631682146435417,LiMg2O4,dpp_diverse,1,1
