candidate_id,group_key
1649939,s1|p1
1650384,s1|f1
1666963,d1|f1
17341,s1|p1
17445,s2
17876,s1|p1
18320,s1|p2
18554,s1|p2
18870,d1
18990,s1|p1
18992,s1|p1
19045,s1|p1|d1
19054,s1|p2
19060,s1|p1
19122,s2|p1
19174,s1|d2
19213,s1|p1
19224,s1|d1
19304,s1|p2
19314,s1|p2
19485,s1|f1
19487,s1|p1
19488,s1|p2
19502,s1|d1
19507,s1|d1
19823,p1|f1
19882,p2
20813,s1|d1
21535,s1|p2
21616,s1|p2
21635,p1|f1
2210750,s1|d1
2217598,s2|f1
2217716,s2|f1
2217896,s1|p1
2217950,s1|p1
2220589,s1|p1|d1
22213,p2
2222873,s2|f1
2223891,s2|d2
2226157,s2|d1
2226471,s2|p1|d1
2226724,s2|d1
2226941,s2|f1
2227694,s2|d1
2227745,s2|p1
2227822,s1|p1
2228426,s2|p1
2228455,s2|p1|d1
2228502,s2|p1|d1
2228910,s1|d1
2228987,s1|p1|d1
2229285,s2|p1
2230022,s2|p1|d1
2230028,s2|d1|f1
2230458,s1|d2
2232382,s2|d2
2233123,s2|d1
2233226,s2|d1
2240013,s2|d1
2241425,s2|f1
22533,s1|d1
23718,s2|p1
23928,s2|p1
24036,s2|p1
2901884,s1|p1
39207,s1|d1|f1
39440,s1|d1
41963,s1|d1|f1
510487,p1|f1
510570,s1|d1
532537,s1|d2
532591,s1|f1
532650,s1|p2
540545,s1|p1
541777,s1|d2
542064,p3
542187,s1|p1
542292,s1|p1|d1
542399,s2|d1
545769,p1|d1
546339,p1|f1
546798,p1
554449,p2
554477,s2
554839,p2
555498,s1|f1
556391,s1|p1
556632,s1|f1
557447,s1|d1|f1
558201,d3
558402,p2
558651,s1|p1
558892,p1|d1
558968,p4
558986,s1|p1
559046,p2|f1
559195,p2|f1
559604,p2
560306,s1|p1
560883,s1|p1
560911,p2
560912,s2|d1
560917,p3
560955,s1|p1
561610,s1|d1
562612,p1|d1
565428,p2
572800,s1|p1|d1
573229,s1|p1|d1
573318,p1|d1
579071,s1|f1
616160,p4
616555,p2
623924,p2
630403,s1|p1
631350,p2
637244,p3
637502,p3
643670,p2
648164,p1|d1
650943,p3
651122,p2
651406,p2|d1
651786,s1|p2
653429,p1|d1
655140,d1
683652,p3
683668,p3
683791,p3
684705,s1|d1|f1
684803,s1|d1|f1
690556,s1|d1|f1
690564,p1|f1
690617,s2|p1
694915,s1|p1|f1
694988,s2|d1
