candidate_id,cohort,calculation_id,stage_role,functional,outcar_available,vasp_completed,electronic_converged,ionic_convergence_status,final_total_energy_eV,Fmax_eV_A,final_total_magnetic_moment,failure_reason,outcar_path,outcar_sha256,vasprun_path,output_provenance
job_136_Cr_fe_-1.181_n4_generated_crystals_cif__gen_0,new,03_gga_u_relax,relax,GGA+U,True,True,True,converged,-49.40501781,0.05356077263258999,5.0,,new12_dft_final/candidate_outputs/candidate_003_Cr_job_136_Cr_fe_-1.181_n4_generated_crystals_cif__gen_0/stages/03_gga_u_relax/OUTCAR,ebc071a2278917870e1adff75aaf356a6353e817733eaf90cd19e9b05108a1ba,new12_dft_final/candidate_outputs/candidate_003_Cr_job_136_Cr_fe_-1.181_n4_generated_crystals_cif__gen_0/stages/03_gga_u_relax/vasprun.xml,stage-specific original output
job_136_Cr_fe_-1.181_n4_generated_crystals_cif__gen_0,new,04_gga_u_static,static,GGA+U,True,True,True,not_applicable_static,-49.40710803,0.07222927870330702,5.0,,new12_dft_final/candidate_outputs/candidate_003_Cr_job_136_Cr_fe_-1.181_n4_generated_crystals_cif__gen_0/stages/04_gga_u_static/OUTCAR,d2f2aadc78fd59f307c71640d17929c656d968b826243868d91b352404f75352,new12_dft_final/candidate_outputs/candidate_003_Cr_job_136_Cr_fe_-1.181_n4_generated_crystals_cif__gen_0/stages/04_gga_u_static/vasprun.xml,stage-specific original output
job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_2,new,01_pbe_relax,relax,PBE,True,True,True,converged,-52.20449471,0.06062507182676157,7.0,,new12_dft_final/candidate_outputs/candidate_007_Mn_job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_2/stages/01_pbe_relax/OUTCAR,f77ae587e7152fe843c41ec43237617c4b4fe09bade65b315123239677071e6c,new12_dft_final/candidate_outputs/candidate_007_Mn_job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_2/stages/01_pbe_relax/vasprun.xml,stage-specific original output
job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_2,new,02_pbe_static,static,PBE,True,True,False,not_applicable_static,-51.41138483,0.4570215286887479,4.8681,electronic convergence marker absent,new12_dft_final/candidate_outputs/candidate_007_Mn_job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_2/stages/02_pbe_static/OUTCAR,86041a1ce228e00d5c675ebe56622b23785aeca95ec0a4d4184b346f5eff59c2,new12_dft_final/candidate_outputs/candidate_007_Mn_job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_2/stages/02_pbe_static/vasprun.xml,stage-specific original output
job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_2,new,03_gga_u_relax,relax,GGA+U,False,,,,,,,original_relaxation_artifact_unavailable,,,,stage-specific original output
job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_2,new,04_gga_u_static,static,GGA+U,False,,,,,,,original_relaxation_artifact_unavailable,,,,stage-specific original output
job_167_Mn_fe_-0.885_n4_generated_crystals_cif__gen_3,new,01_pbe_relax,relax,PBE,True,True,True,converged,-52.19543917,0.07000399652162725,6.8747,,new12_dft_final/candidate_outputs/candidate_008_Mn_job_167_Mn_fe_-0.885_n4_generated_crystals_cif__gen_3/stages/01_pbe_relax/OUTCAR,21aa6d18b14f419259614ce6c255290385385cca223a7efd423227ce4db5ea65,new12_dft_final/candidate_outputs/candidate_008_Mn_job_167_Mn_fe_-0.885_n4_generated_crystals_cif__gen_3/stages/01_pbe_relax/vasprun.xml,stage-specific original output
job_167_Mn_fe_-0.885_n4_generated_crystals_cif__gen_3,new,02_pbe_static,static,PBE,True,True,False,not_applicable_static,-50.82793519,1.1929786643159215,1.2527,electronic convergence marker absent,new12_dft_final/candidate_outputs/candidate_008_Mn_job_167_Mn_fe_-0.885_n4_generated_crystals_cif__gen_3/stages/02_pbe_static/OUTCAR,d7719d46d2f7e3253a553e607d7156e70fdc43128ec5e5c07b95b6080dc6142c,new12_dft_final/candidate_outputs/candidate_008_Mn_job_167_Mn_fe_-0.885_n4_generated_crystals_cif__gen_3/stages/02_pbe_static/vasprun.xml,stage-specific original output
job_167_Mn_fe_-0.885_n4_generated_crystals_cif__gen_3,new,03_gga_u_relax,relax,GGA+U,False,,,,,,,original_relaxation_artifact_unavailable,,,,stage-specific original output
job_167_Mn_fe_-0.885_n4_generated_crystals_cif__gen_3,new,04_gga_u_static,static,GGA+U,False,,,,,,,original_relaxation_artifact_unavailable,,,,stage-specific original output
job_204_Cr_fe_-0.932_n4_generated_crystals_cif__gen_3,new,01_pbe_relax,relax,PBE,True,True,True,converged,-54.47164906,0.07077618524616879,5.0,,new12_dft_final/candidate_outputs/candidate_004_Cr_job_204_Cr_fe_-0.932_n4_generated_crystals_cif__gen_3/stages/01_pbe_relax/OUTCAR,170ffa5d9b034602c21afe2faa808540dac87ac0fa84a2df60d6a8702055d9da,new12_dft_final/candidate_outputs/candidate_004_Cr_job_204_Cr_fe_-0.932_n4_generated_crystals_cif__gen_3/stages/01_pbe_relax/vasprun.xml,stage-specific original output
job_204_Cr_fe_-0.932_n4_generated_crystals_cif__gen_3,new,02_pbe_static,static,PBE,True,True,True,not_applicable_static,-54.46771464,0.06729971864725735,5.0002,,new12_dft_final/candidate_outputs/candidate_004_Cr_job_204_Cr_fe_-0.932_n4_generated_crystals_cif__gen_3/stages/02_pbe_static/OUTCAR,48e42e1f0b2c03a29805dc0bba32ddad99b50e50af8e9424c68bb1e04dc66e91,new12_dft_final/candidate_outputs/candidate_004_Cr_job_204_Cr_fe_-0.932_n4_generated_crystals_cif__gen_3/stages/02_pbe_static/vasprun.xml,stage-specific original output
job_204_Cr_fe_-0.932_n4_generated_crystals_cif__gen_3,new,03_gga_u_relax,relax,GGA+U,True,True,True,converged,-49.2989973,0.06107352517253282,5.0,,new12_dft_final/candidate_outputs/candidate_004_Cr_job_204_Cr_fe_-0.932_n4_generated_crystals_cif__gen_3/stages/03_gga_u_relax/OUTCAR,6d9115ed59af336d9dc92defaf2a1dca98e8ed23d5f56c4d5e18da03295313cb,new12_dft_final/candidate_outputs/candidate_004_Cr_job_204_Cr_fe_-0.932_n4_generated_crystals_cif__gen_3/stages/03_gga_u_relax/vasprun.xml,stage-specific original output
job_204_Cr_fe_-0.932_n4_generated_crystals_cif__gen_3,new,04_gga_u_static,static,GGA+U,True,True,True,not_applicable_static,-49.30018218,0.06664132748527749,5.0,,new12_dft_final/candidate_outputs/candidate_004_Cr_job_204_Cr_fe_-0.932_n4_generated_crystals_cif__gen_3/stages/04_gga_u_static/OUTCAR,7e796b80e18df7f843ad8d9cdef5be6318c1789f2686ceeb26b1c9dd109dbcc7,new12_dft_final/candidate_outputs/candidate_004_Cr_job_204_Cr_fe_-0.932_n4_generated_crystals_cif__gen_3/stages/04_gga_u_static/vasprun.xml,stage-specific original output
job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0,new,01_pbe_relax,relax,PBE,True,True,True,converged,-54.28912929,0.07338982496913316,5.0,,new12_dft_final/candidate_outputs/candidate_002_Cr_job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0/stages/01_pbe_relax/OUTCAR,c584d5c6f5c8f258b60e237b46bd806c93ca15a06b927b3061ee03a3333ae48b,new12_dft_final/candidate_outputs/candidate_002_Cr_job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0/stages/01_pbe_relax/vasprun.xml,stage-specific original output
job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0,new,02_pbe_static,static,PBE,True,True,True,not_applicable_static,-54.28286792,0.09566156512413958,5.0,,new12_dft_final/candidate_outputs/candidate_002_Cr_job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0/stages/02_pbe_static/OUTCAR,8de4d95ec5656c8a4cd919cbef0513912c824047656ab9c0f1a976fef258e07f,new12_dft_final/candidate_outputs/candidate_002_Cr_job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0/stages/02_pbe_static/vasprun.xml,stage-specific original output
job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0,new,03_gga_u_relax,relax,GGA+U,True,True,True,converged,-49.05476203,0.055072387082820376,5.0,,new12_dft_final/candidate_outputs/candidate_002_Cr_job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0/stages/03_gga_u_relax/OUTCAR,9c55be2d408e0f0e4df260acc15a4a5b7240bb0cd11d4109e8d8412b83d386d0,new12_dft_final/candidate_outputs/candidate_002_Cr_job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0/stages/03_gga_u_relax/vasprun.xml,stage-specific original output
job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0,new,04_gga_u_static,static,GGA+U,True,True,True,not_applicable_static,-49.05841979,0.05658071231435673,5.0,,new12_dft_final/candidate_outputs/candidate_002_Cr_job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0/stages/04_gga_u_static/OUTCAR,70a92f6fb8f98e91a303c868ee45df11e6ced2fa7089561a8831cfc6569e7922,new12_dft_final/candidate_outputs/candidate_002_Cr_job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0/stages/04_gga_u_static/vasprun.xml,stage-specific original output
job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0,new,tight_state_afm_01_tight_relax,relax,GGA+U,True,True,True,converged,-49.00289631,0.02723042875167411,1.0,,new12_dft_final/candidate_outputs/candidate_002_Cr_job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0/tight_magnetic_states/state_afm/01_tight_relax/OUTCAR,1d1a91ee0919653a2fd1794e8d489331116170102112f17d9decb312d3f3baeb,new12_dft_final/candidate_outputs/candidate_002_Cr_job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0/tight_magnetic_states/state_afm/01_tight_relax/vasprun.xml,stage-specific original output
job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0,new,tight_state_afm_02_static,static,GGA+U,True,True,True,not_applicable_static,-49.00023776,0.04644706687187039,1.0,,new12_dft_final/candidate_outputs/candidate_002_Cr_job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0/tight_magnetic_states/state_afm/02_static/OUTCAR,0705e0215b50f00bd21d70ede49bb7547b6dc9fdc34827408b265b176fc6f3d0,new12_dft_final/candidate_outputs/candidate_002_Cr_job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0/tight_magnetic_states/state_afm/02_static/vasprun.xml,stage-specific original output
job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0,new,tight_state_fm_01_tight_relax,relax,GGA+U,True,True,True,converged,-49.06098126,0.045898078020762484,5.0,,new12_dft_final/candidate_outputs/candidate_002_Cr_job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0/tight_magnetic_states/state_fm/01_tight_relax/OUTCAR,6fc79465f599e4b1a72b7b717c6e9e9f557f32e333b604f0c086aa3a681de84e,new12_dft_final/candidate_outputs/candidate_002_Cr_job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0/tight_magnetic_states/state_fm/01_tight_relax/vasprun.xml,stage-specific original output
job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0,new,tight_state_fm_02_static,static,GGA+U,True,True,True,not_applicable_static,-49.05895525,0.06694417962750757,5.0,,new12_dft_final/candidate_outputs/candidate_002_Cr_job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0/tight_magnetic_states/state_fm/02_static/OUTCAR,4e2fa5d3f0765d8cb5a9ed325a3c0f553062c0e898b3c0922e2ca44cb53cae2c,new12_dft_final/candidate_outputs/candidate_002_Cr_job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0/tight_magnetic_states/state_fm/02_static/vasprun.xml,stage-specific original output
job_029_Cr_fe_-1.337_n4_generated_crystals_cif__gen_2,pilot,pilot_gga_u_relax,relax,GGA+U,False,,,,,,,original_relaxation_artifact_unavailable,,,,original_relaxation_artifact_unavailable; relax.log retained
job_029_Cr_fe_-1.337_n4_generated_crystals_cif__gen_2,pilot,pilot_gga_u_static,static,GGA+U,True,True,True,not_applicable_static,-49.24512749,0.026554788438245935,4.9998,,materials_maintext_candidates/candidate_008/gga_u/OUTCAR,c91c7d6d4cb91568a69c16fe0ad120205338fe6c5074934c5150ae50d368fcc4,materials_maintext_candidates/candidate_008/gga_u/vasprun.xml,retained original static output; prior relaxation output was overwritten
job_029_Cr_fe_-1.337_n4_generated_crystals_cif__gen_2,pilot,pilot_pbe_relax,relax,PBE,False,,,,,,,original_relaxation_artifact_unavailable,,,,original_relaxation_artifact_unavailable; relax.log retained
job_029_Cr_fe_-1.337_n4_generated_crystals_cif__gen_2,pilot,pilot_pbe_static,static,PBE,True,True,True,not_applicable_static,-54.54583439,0.03831669258952291,5.0002,,materials_maintext_candidates/candidate_008/OUTCAR,75e2b894f28893a45b0376dea766f82f90fbe1947a2a6f6b4e2e766d2446061e,materials_maintext_candidates/candidate_008/vasprun.xml,retained original static output; prior relaxation output was overwritten
job_058_Cr_fe_-1.423_n4_generated_crystals_cif__gen_0,pilot,pilot_pbe_relax,relax,PBE,False,,,,,,,original_relaxation_artifact_unavailable,,,,original_relaxation_artifact_unavailable; relax.log retained
job_058_Cr_fe_-1.423_n4_generated_crystals_cif__gen_0,pilot,pilot_pbe_static,static,PBE,True,True,True,not_applicable_static,-52.93789361,0.035994601498002446,4.7559,,materials_maintext_candidates/candidate_002/OUTCAR,cb5de2f2b36bfe96b82868f5906098efffaac1a14f83a2ebe40e4d8769b020bc,materials_maintext_candidates/candidate_002/vasprun.xml,retained original static output; prior relaxation output was overwritten
job_073_Cr_fe_-1.375_n4_generated_crystals_cif__gen_0,pilot,pilot_gga_u_relax,relax,GGA+U,False,,,,,,,original_relaxation_artifact_unavailable,,,,original_relaxation_artifact_unavailable; relax.log retained
job_073_Cr_fe_-1.375_n4_generated_crystals_cif__gen_0,pilot,pilot_gga_u_static,static,GGA+U,True,True,True,not_applicable_static,-49.08061351,0.027976150092534173,4.9999,,materials_maintext_candidates/candidate_005/gga_u/OUTCAR,73373ed485dbd5c51798a4640729d375821b65d4e4fb2d12505967100b3501a7,materials_maintext_candidates/candidate_005/gga_u/vasprun.xml,retained original static output; prior relaxation output was overwritten
job_073_Cr_fe_-1.375_n4_generated_crystals_cif__gen_0,pilot,pilot_pbe_relax,relax,PBE,False,,,,,,,original_relaxation_artifact_unavailable,,,,original_relaxation_artifact_unavailable; relax.log retained
job_073_Cr_fe_-1.375_n4_generated_crystals_cif__gen_0,pilot,pilot_pbe_static,static,PBE,True,True,True,not_applicable_static,-54.38748048,0.033305703925904345,4.9998,,materials_maintext_candidates/candidate_005/OUTCAR,b1af6c29f351dbf317318aa36cdbd7e94588fd98f38d9a3fc60edc458b0451e0,materials_maintext_candidates/candidate_005/vasprun.xml,retained original static output; prior relaxation output was overwritten
job_092_Cr_fe_-1.075_n4_generated_crystals_cif__gen_1,pilot,pilot_pbe_relax,relax,PBE,False,,,,,,,original_relaxation_artifact_unavailable,,,,original_relaxation_artifact_unavailable; relax.log retained
job_092_Cr_fe_-1.075_n4_generated_crystals_cif__gen_1,pilot,pilot_pbe_static,static,PBE,True,True,True,not_applicable_static,-52.97394797,0.032931598108807296,4.5119,,materials_maintext_candidates/candidate_004/OUTCAR,6ade55568c09596d5506985c7a67aa914436afce709bacfb344e8e62f92ff81d,materials_maintext_candidates/candidate_004/vasprun.xml,retained original static output; prior relaxation output was overwritten
job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_1,pilot,pilot_gga_u_relax,relax,GGA+U,False,,,,,,,original_relaxation_artifact_unavailable,,,,original_relaxation_artifact_unavailable; relax.log retained
job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_1,pilot,pilot_gga_u_static,static,GGA+U,True,True,True,not_applicable_static,-47.77829348,0.031107526645492087,7.0,,materials_maintext_candidates/candidate_003/gga_u/OUTCAR,75ca642cad5f5535f8e67dd4014116d08870d798c5e51fc8bc2ea396efd972d5,materials_maintext_candidates/candidate_003/gga_u/vasprun.xml,retained original static output; prior relaxation output was overwritten
job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_1,pilot,pilot_pbe_relax,relax,PBE,False,,,,,,,original_relaxation_artifact_unavailable,,,,original_relaxation_artifact_unavailable; relax.log retained
job_148_Mn_fe_-0.904_n4_generated_crystals_cif__gen_1,pilot,pilot_pbe_static,static,PBE,True,True,True,not_applicable_static,-52.37535043,0.035394969614339265,5.0,,materials_maintext_candidates/candidate_003/OUTCAR,f9a8959cb80d1370889e40cfecc1d452e103ab356bb99338a6710c17c06130bb,materials_maintext_candidates/candidate_003/vasprun.xml,retained original static output; prior relaxation output was overwritten
job_182_Cr_fe_-1.464_n4_generated_crystals_cif__gen_2,pilot,pilot_pbe_relax,relax,PBE,False,,,,,,,original_relaxation_artifact_unavailable,,,,original_relaxation_artifact_unavailable; relax.log retained
job_182_Cr_fe_-1.464_n4_generated_crystals_cif__gen_2,pilot,pilot_pbe_static,static,PBE,True,True,False,not_applicable_static,-52.83596464,0.33180778549485546,-0.5592,electronic convergence marker absent,materials_maintext_candidates/candidate_007/OUTCAR,03ae2ec3c39155098c1f8dac08cbf9ae8fed86a2ca08ea78c4c468672d4c2e49,materials_maintext_candidates/candidate_007/vasprun.xml,retained original static output; prior relaxation output was overwritten
job_182_Cr_fe_-1.464_n4_generated_crystals_cif__gen_2,pilot,pilot_static_repair,static,PBE,True,True,False,not_applicable_static,-53.21654767,0.42003733468585863,-1.7823,electronic convergence marker absent,materials_maintext_candidates/candidate_007/static_repair_attempt/OUTCAR,c01675153145fe2ffa568b8880b1f2a792bea8590d79e55ca91d0dd9b9ffc351,materials_maintext_candidates/candidate_007/static_repair_attempt/vasprun.xml,retained failed repair attempt
job_201_Cr_fe_-1.216_n4_generated_crystals_cif__gen_2,pilot,pilot_pbe_relax,relax,PBE,False,,,,,,,original_relaxation_artifact_unavailable,,,,original_relaxation_artifact_unavailable; relax.log retained
job_201_Cr_fe_-1.216_n4_generated_crystals_cif__gen_2,pilot,pilot_pbe_static,static,PBE,True,True,True,not_applicable_static,-53.24876613,0.023585528211172206,4.998,,materials_maintext_candidates/candidate_001/OUTCAR,cb10960e2bc1f5ad3bb838c193ff779f58e7f0baf3c68db123859eda1fc4b663,materials_maintext_candidates/candidate_001/vasprun.xml,retained original static output; prior relaxation output was overwritten
job_249_Cr_fe_-1.500_n4_generated_crystals_cif__gen_1,pilot,pilot_gga_u_relax,relax,GGA+U,False,,,,,,,original_relaxation_artifact_unavailable,,,,original_relaxation_artifact_unavailable; relax.log retained
job_249_Cr_fe_-1.500_n4_generated_crystals_cif__gen_1,pilot,pilot_gga_u_static,static,GGA+U,True,True,True,not_applicable_static,-49.1090104,0.035335264043162326,4.9999,,materials_maintext_candidates/candidate_006/gga_u/OUTCAR,12e28f902ab11726145a92dc72df9d48163a2d023de7762628509dc1373dc3c0,materials_maintext_candidates/candidate_006/gga_u/vasprun.xml,retained original static output; prior relaxation output was overwritten
job_249_Cr_fe_-1.500_n4_generated_crystals_cif__gen_1,pilot,pilot_pbe_relax,relax,PBE,False,,,,,,,original_relaxation_artifact_unavailable,,,,original_relaxation_artifact_unavailable; relax.log retained
job_249_Cr_fe_-1.500_n4_generated_crystals_cif__gen_1,pilot,pilot_pbe_static,static,PBE,True,True,True,not_applicable_static,-54.42593193,0.027929024723394834,4.9973,,materials_maintext_candidates/candidate_006/OUTCAR,6d40d0fcdfd0e7005d1a35ddb697b9f300c3e6741d6acb1c3d71dfa3a1aa9155,materials_maintext_candidates/candidate_006/vasprun.xml,retained original static output; prior relaxation output was overwritten
