candidate_id,m_element,formula,cif_sha256,structure_matcher_cluster,structure_matcher_cluster_size,atom_count,space_group_number,min_interatomic_distance,volume_per_atom,chgnet_initial_energy_eV_atom,chgnet_final_energy_eV_atom,chgnet_max_force_eV_A,chgnet_stress_GPa,chgnet_volume_change_fraction,chgnet_min_interatomic_distance_A,chgnet_rms_displacement_A,chgnet_final_space_group_number,mace_initial_energy_eV_atom,mace_final_energy_eV_atom,mace_max_force_eV_A,mace_stress_GPa,mace_volume_change_fraction,mace_min_interatomic_distance_A,mace_rms_displacement_A,mace_final_space_group_number,mlip_energy_disagreement_eV_atom,mlip_rms_displacement_disagreement_A,mlip_volume_change_disagreement_fraction,p_dft_evaluable,evaluability_uncertainty,composition_only_probability,predicted_dft_energy_mean,predicted_dft_energy_std,p_interval_hit,energy_calibration_model_id,p_interval_alignn,p_interval_mlip,dft_evaluability_model,evidence_tier
job_030_Mn_fe_-1.234_n4_generated_crystals_cif__gen_2,Mn,Li1 Mn2 O4,22efd1aaca0e03e60c38523f1fffd335e24ef9049dc2f468baa9631a4ec312ad,SM_Mn_004,35,7.0,1,1.913244,10.61104,-7.721302577427456,-7.72211674281529,0.0717923149209288,1.0224317785107455,0.0030347874187137,1.9210717642547548,0.0067781988680166,2,-6.852468470237078,-6.853468350013138,0.0897916479762858,1.0858875538582151,0.0057587962291778,1.9175180685748148,0.0085439812671023,2,0.868648392802152,0.0017657823990856998,0.0027240088104641,0.48376264904586486,0.258029741214909,0.5,-1.857533256971542,0.02,1.0,MACE-MP::composition_offset,1.0,1.0,shallow_gradient_boosting,ML_estimate_only
job_030_Mn_fe_-1.234_n4_generated_crystals_cif__gen_3,Mn,Li1 Mn2 O4,ea0f3523d9f76ac61c9ab26e4e96e1037ef64d0c0d7a274cf3a585842d5d2bb2,SM_Mn_006,3,7.0,6,1.882538,9.769692,-7.654142107282366,-7.654568263462612,0.0999388231026193,1.3072153763911916,0.0003684258131562,1.885742260081502,0.0051340283468824,10,-6.785234606356478,-6.7856723524413285,0.0655283581133501,1.2496097227129523,-0.0011874389228759,1.888798319927134,0.0049866466291928,10,0.8688959110212835,0.00014738171768959984,0.0015558647360321,0.3813052550562842,0.2753488546048457,0.5,-1.7897372593997325,0.02,1.0,MACE-MP::composition_offset,1.0,1.0,shallow_gradient_boosting,ML_estimate_only
job_036_Mg_fe_-1.056_n4_generated_crystals_cif__gen_1,Mg,Li1 Mg2 O4,027044de4317ff04ba6fd75dd3906b3025b76094f39e61bd4f60aaf055acf745,SM_Mg_002,3,7.0,25,2.084811,10.418932,-5.445398603166852,-5.44550051007952,0.0170653051256834,1.487139054636306,-0.0011148656970143,2.084405699795021,0.0004355619308992,123,-5.0810319820208045,-5.083453543571362,0.0108416607799989,1.475730382836596,-0.0181686673504836,2.06961772966111,0.00318889577046,123,0.36204696650815826,0.0027533338395608,0.0170538016534693,0.6448171024331755,0.2766106253154694,0.75,-1.5366533459312333,0.02,0.966573968221331,MACE-MP::composition_offset,0.9999965834767184,0.966573968221331,shallow_gradient_boosting,ML_estimate_only
job_042_Cr_fe_-0.962_n4_generated_crystals_cif__gen_0,Cr,Li1 Cr2 O4,e4f6e69265ee72a0909a84120471735122b57518a3441a46ba9af675b3630e08,SM_Cr_008,15,7.0,1,1.867167,9.855476,-8.02829360961914,-8.029094696044922,0.0825167345615096,1.1577590252079355,0.0005886621053878,1.8754056570728244,0.0076793246434006,8,-7.075968850527092,-7.0781047659082725,0.0856205123174301,1.504334311457711,-0.003799932738384,1.8845352472387584,0.0193362687459449,8,0.9509899301366493,0.0116569441025443,0.0043885948437718,0.696557959792479,0.21641245783299184,0.42857142857142855,-2.270669591963725,0.02,0.9287467163667268,MACE-MP::composition_offset,0.9821250248785038,0.9287467163667268,shallow_gradient_boosting,ML_estimate_only
job_042_Cr_fe_-0.962_n4_generated_crystals_cif__gen_1,Cr,Li1 Cr2 O4,3a6189a7d7a9ebdbf82efbf148f4150520e98f8667fc7a8674265411627d2349,SM_Cr_005,12,7.0,8,1.764783,9.967569,-8.030225481305804,-8.033247811453682,0.0875742774212943,1.0075773431881947,0.0050472002750436,1.7748744833355758,0.0227646840084959,8,-7.064998329167865,-7.075279826707407,0.0827124659895381,0.8721910645414387,-0.0060689940607336,1.858753214750206,0.0524924336474221,8,0.9579679847462756,0.0297277496389262,0.0111161943357772,0.7390736215292035,0.19619880792614647,0.42857142857142855,-2.267844652762859,0.02,0.9460569304346235,MACE-MP::composition_offset,0.9860458391365781,0.9460569304346235,shallow_gradient_boosting,ML_estimate_only
job_042_Cr_fe_-0.962_n4_generated_crystals_cif__gen_2,Cr,Li1 Cr2 O4,6cc9fa38c02cb613974b5af4c2d103bfe7b4a6520c1144b31a16baecd9a84b80,SM_Cr_006,14,7.0,8,1.934216,10.334965,-8.068758283342634,-8.070613861083984,0.0994749687853369,0.6233542598694088,0.0102830384642471,1.937340556106525,0.0197538161008223,12,-7.092536472587339,-7.093164257255801,0.0587764109776798,1.5110898185727966,0.0022349834890293,1.9420391973923403,0.0063553051943178,12,0.977449603828183,0.013398510906504499,0.008048054975217801,0.9079667122711558,0.08668502522555,0.42857142857142855,-2.285729083311254,0.02,0.7622459692854393,MACE-MP::composition_offset,0.94888782936079,0.7622459692854393,shallow_gradient_boosting,ML_estimate_only
job_042_Cr_fe_-0.962_n4_generated_crystals_cif__gen_3,Cr,Li1 Cr2 O4,00c088fbb2cf798fd17b7e206ae3deecbe85575cbc377e70c9acb060e9763ebc,SM_Cr_004,12,7.0,8,1.96311,10.465212,-8.082430158342634,-8.08297838483538,0.096666108829026,0.532667239124692,-8.72310725148484e-05,1.9597897740612389,0.0063645026833063,12,-7.1104673634965065,-7.110921986903287,0.0476239351508138,0.7651063720322206,-0.0010890180592879,1.960084734519087,0.0056823846014436,12,0.9720563979320929,0.0006821180818626996,0.0010017869867730517,0.8675744472212803,0.16286750888907664,0.42857142857142855,-2.30348681295874,0.02,0.43079887796410476,MACE-MP::composition_offset,0.814085374403045,0.43079887796410476,shallow_gradient_boosting,ML_estimate_only
job_043_Mn_fe_-1.340_n4_generated_crystals_cif__gen_1,Mn,Li1 Mn2 O4,1c5e42b8167deba2e4340a8118407ff87d329d7c91ef8f472eaea9a79c5907b5,SM_Mn_004,35,7.0,6,1.936892,10.964811,-7.723102569580078,-7.723809378487723,0.0607707380697488,0.4425972569196943,-0.0018298312058613,1.930487465881877,0.0070102354826926,10,-6.854555851822396,-6.855528977097046,0.0557430138812211,0.32212824546344,-0.0012696320106347,1.9285233201229803,0.008934134258649,10,0.8682804013906775,0.0019238987759563992,0.0005601991952266,0.6938216253852769,0.22967024538658318,0.5,-1.8595938840554496,0.02,1.0,MACE-MP::composition_offset,1.0,1.0,shallow_gradient_boosting,ML_estimate_only
job_043_Mn_fe_-1.340_n4_generated_crystals_cif__gen_3,Mn,Li1 Mn2 O4,06dff3f9d070d72d2dce810957c1a4b074ef447478e0a37953608a87a3c91b5b,SM_Mn_004,35,7.0,6,1.931046,10.918713,-7.723763057163784,-7.723763057163784,0.0935560033153773,0.5962000130848378,0.0,1.93104649360016,0.0,10,-6.855204717971684,-6.855403754382789,0.0955822728238776,0.4593786963491635,9.34428317831415e-05,1.9290125467574544,0.0026635056282174,10,0.8683593027809948,0.0026635056282174,9.34428317831415e-05,0.4497429052941683,0.25433326853389393,0.5,-1.859468661341193,0.02,1.0,MACE-MP::composition_offset,1.0,1.0,shallow_gradient_boosting,ML_estimate_only
job_044_Mn_fe_-0.936_n4_generated_crystals_cif__gen_0,Mn,Li1 Mn2 O4,353809a23a15c0dabfdee78926939395784abef3a1de378626b4a45ed84a0d6f,SM_Mn_005,9,7.0,5,1.923382,10.943449,-7.6830324445452,-7.685879298618862,0.0999354447278785,0.7931230825822448,-0.0012844944149174,1.946044993113346,0.0244868904421426,12,-6.818668249062912,-6.821328454408218,0.0898086430078605,1.0734598482569315,-0.004044035077931,1.92480682698629,0.0187288474770257,12,0.864550844210644,0.005758042965116901,0.0027595406630135997,0.5175315275854377,0.2623560337510648,0.5,-1.825393361366622,0.02,1.0,MACE-MP::composition_offset,1.0,1.0,shallow_gradient_boosting,ML_estimate_only
job_044_Mn_fe_-0.936_n4_generated_crystals_cif__gen_2,Mn,Li1 Mn2 O4,e1d5895cc2cfe6a2292d9fcf6c5a4049983ce86b1f4c1f4662757ec0cfefe4df,SM_Mn_004,35,7.0,6,1.919905,10.627316,-7.720852988106864,-7.723227909633091,0.0973702361616285,0.6261932116272703,0.014876316125661,1.9254407414257235,0.0257494514368235,10,-6.851918471288252,-6.855218154310736,0.0838494953558332,0.322212791912623,0.0173151846109806,1.9259464226451768,0.0255614050713244,10,0.8680097553223556,0.00018804636549910048,0.0024388684853196008,0.5462696046855546,0.25893703828485204,0.5,-1.8592830612691396,0.02,1.0,MACE-MP::composition_offset,1.0,1.0,shallow_gradient_boosting,ML_estimate_only
job_044_Mn_fe_-0.936_n4_generated_crystals_cif__gen_3,Mn,Li1 Mn2 O4,32a4f2457bb107bb31bdf2e64e3d1f06e59c54b2051238e8fd73518b65320f11,SM_Mn_008,9,7.0,1,1.900423,11.484391,-7.713208334786551,-7.714377267020089,0.0945468612076417,0.7800045321159473,0.0014486937617401,1.9034060091055904,0.0105133220550848,1,-6.842719418951369,-6.844001903102166,0.0501516095638514,1.2859946937678974,0.001692346209732,1.910951213051633,0.0099247922676181,1,0.8703753639179235,0.0005885297874667003,0.0002436524479918999,0.6238876015789273,0.23918411069183793,0.5,-1.84806681006057,0.02,1.0,MACE-MP::composition_offset,1.0,1.0,shallow_gradient_boosting,ML_estimate_only
job_047_Mg_fe_-0.887_n4_generated_crystals_cif__gen_3,Mg,Li1 Mg2 O4,005e5dbea05af585725d0da3dae14cd1085d4fd3bc4fb2e3f0e32d3b67b130f1,SM_Mg_004,15,7.0,1,2.033782,11.063602,-5.45636967250279,-5.461524963378906,0.0328233938221872,1.367504230913941,0.0078981830944018,2.0250408621880918,0.0405105595720736,119,-5.065479160496028,-5.066930476017085,0.0189507607110039,1.4296879376976404,-0.0044898958235888,2.0362010430297746,0.007259500899151,119,0.3945944873618217,0.0332510586729226,0.0123880789179906,0.7906356373787183,0.1636415967982339,0.75,-1.5201302783769561,0.02,0.8429157902211685,MACE-MP::composition_offset,0.949164535984504,0.8429157902211685,shallow_gradient_boosting,ML_estimate_only
job_057_Mn_fe_-0.971_n4_generated_crystals_cif__gen_0,Mn,Li1 Mn2 O4,d6b8d41c371ed1415350f51f19ef2560d07c4ad500fd550db81b1a98abaa5ac9,SM_Mn_009,1,7.0,10,1.922461,11.680256,-7.7007326398577,-7.701993124825614,0.0837412277686231,1.0014504537669002,0.00221480068832,1.9416048050700756,0.0132997962307085,10,-6.833241274261108,-6.835112386971633,0.0836709298102219,1.0041559798983766,0.0015343705118098,1.937511641849138,0.0122133483699945,10,0.8668807378539807,0.0010864478607140009,0.0006804301765101998,0.20970089302540088,0.18083039495622133,0.5,-1.839177293930037,0.02,1.0,MACE-MP::composition_offset,1.0,1.0,shallow_gradient_boosting,ML_estimate_only
job_057_Mn_fe_-0.971_n4_generated_crystals_cif__gen_1,Mn,Li1 Mn2 O4,f2d0b6e1f5685171da281d8252df7440f72fb2b99445f1addd5343c2499ed58c,SM_Mn_004,35,7.0,6,1.915845,10.530081,-7.72034672328404,-7.723024640764509,0.085537886416453,0.5010128374959424,0.0213851166974152,1.9250356087406564,0.0169987383943957,10,-6.851317058036469,-6.855016552789066,0.0903728326836117,0.3705526311185297,0.0284025804533605,1.9268563446120843,0.0188683581923381,10,0.8680080879754426,0.001869619797942399,0.0070174637559452975,0.5727249525079888,0.2471677415896111,0.5,-1.85908145974747,0.02,1.0,MACE-MP::composition_offset,1.0,1.0,shallow_gradient_boosting,ML_estimate_only
job_058_Cr_fe_-1.423_n4_generated_crystals_cif__gen_1,Cr,Li1 Cr2 O4,19c9344b6afcee5847bf01d91159b15f2da1966f779f32cd50f109be62eb6084,SM_Cr_004,12,7.0,12,1.983246,10.697308,-8.081441606794085,-8.083681379045759,0.0923268236292452,1.118014819705318,-0.0038043873442726,1.9690383214652425,0.0126598984393296,12,-7.108619744217887,-7.111305548700664,0.0975274812580946,0.8095039737759812,-0.0071811056556539,1.961172450803569,0.0185683510976067,12,0.9723758303450944,0.005908452658277101,0.0033767183113813004,0.7736354017379147,0.17742323023587783,0.42857142857142855,-2.3038703747561167,0.02,0.4232763663821426,MACE-MP::composition_offset,0.3195399934871609,0.4232763663821426,shallow_gradient_boosting,ML_estimate_only
job_058_Cr_fe_-1.423_n4_generated_crystals_cif__gen_2,Cr,Li1 Cr2 O4,8ee91608336a1ce6fbeab3db7c4a0c92fa97913f0526f163b1cd0ba13d972b7d,SM_Cr_005,12,7.0,8,1.790104,10.053011,-8.03240694318499,-8.033467973981585,0.0896628997562205,1.0247108781191538,-0.0003820561218361,1.7749869552925372,0.0095338216472041,8,-7.067975975292589,-7.075294788353125,0.0802498633524568,0.9006204995633865,-0.0174196204956414,1.8396007057387211,0.0520018460252946,8,0.9581731856284597,0.042468024378090496,0.0170375643738053,0.7405056157084942,0.1965876247541282,0.42857142857142855,-2.267859614408578,0.02,0.9459749305500313,MACE-MP::composition_offset,0.628715451114427,0.9459749305500313,shallow_gradient_boosting,ML_estimate_only
job_058_Cr_fe_-1.423_n4_generated_crystals_cif__gen_3,Cr,Li1 Cr2 O4,279377e6729bedb91bec3038fb1d29189e4c02f24363c5632a7a5ba76516bbdd,SM_Cr_010,6,7.0,8,1.824876,11.283884,-8.015424455915179,-8.01992688860212,0.0721465113481052,1.0424969272957312,-0.0010185516134078,1.795195974603928,0.024391291160228,8,-7.045569922299215,-7.04800958802649,0.056790039138564,1.0665559260723616,-0.0014965933383759,1.8126101515443005,0.0172318601805416,8,0.9719173005756296,0.007159430979686399,0.0004780417249681001,0.6265172532804553,0.24776350321182153,0.42857142857142855,-2.2405744140819426,0.02,0.998517190277342,MACE-MP::composition_offset,0.9698050018675222,0.998517190277342,shallow_gradient_boosting,ML_estimate_only
job_061_Mn_fe_-1.231_n4_generated_crystals_cif__gen_0,Mn,Li1 Mn2 O4,27a7a8b42c5af3a0ecbf854c856364be0abd132cfcb9b9eb83e3f8cc4a9722ff,SM_Mn_004,35,7.0,1,1.922983,10.795908,-7.7220458984375,-7.722112383161273,0.0979715330343902,0.8836564871788108,3.1795706078474595e-05,1.923348546921703,0.000752794141763,2,-6.853122406801398,-6.853685471713577,0.0476614002775733,1.1324210206315526,0.0008539750219502,1.9182368552908515,0.0072959623486478,2,0.8684269114476955,0.0065431682068848,0.0008221793158717254,0.671734210296936,0.22579608387716688,0.5,-1.8577503786719811,0.02,1.0,MACE-MP::composition_offset,1.0,1.0,shallow_gradient_boosting,ML_estimate_only
job_061_Mn_fe_-1.231_n4_generated_crystals_cif__gen_2,Mn,Li1 Mn2 O4,133551cf86f909d9f79a73875f5d063b32e8bee8bcd7280be5c1ecde1e500666,SM_Mn_003,16,7.0,8,1.929066,10.76478,-7.714639391217913,-7.715054103306362,0.0949999595938069,1.334769890604043,0.0010443401483177,1.927596981426682,0.0047135197454351,8,-6.84807354271019,-6.849282905932896,0.0620200443544276,1.2775583125906051,0.0054314768596259,1.9245792767656136,0.0148391654084661,8,0.8657711973734656,0.010125645663030999,0.0043871367113082,0.7006997128466907,0.21677198472916345,0.5,-1.8533478128913004,0.02,1.0,MACE-MP::composition_offset,1.0,1.0,shallow_gradient_boosting,ML_estimate_only
job_061_Mn_fe_-1.231_n4_generated_crystals_cif__gen_3,Mn,Li1 Mn2 O4,81aa4f7eaba58ce469dfd2b06fbc5e809804ef544a857a092fe93b77f01ad7e1,SM_Mn_010,10,7.0,1,1.847173,10.240434,-7.666227613176618,-7.6685992649623325,0.0819380479712732,0.6500980180443996,0.0030890867495316,1.8704980751694449,0.0166803961798423,1,-6.799241998395968,-6.802021033677847,0.0923227650638787,0.7521099275316424,0.0025583436850522,1.8765070087063096,0.0192060609916493,1,0.8665782312844854,0.0025256648118070005,0.0005307430644793999,0.5009054246783257,0.25165224533588415,0.5,-1.806085940636251,0.02,1.0,MACE-MP::composition_offset,0.9999999999999999,1.0,shallow_gradient_boosting,ML_estimate_only
job_062_Mg_fe_-0.803_n4_generated_crystals_cif__gen_0,Mg,Li1 Mg2 O4,483b63278f7c2d922a898693f46fd2b952f3c5571710dffb9b7b57fa86b95569,SM_Mg_004,15,7.0,1,2.042971,11.071927,-5.458811623709543,-5.469072614397321,0.0936379440365186,1.013162136964776,0.0172121997870737,1.999440731934016,0.0790481336952716,8,-5.067696465645757,-5.070023112851982,0.0936551478149941,1.319100189774232,-0.0038512546030153,2.0171172987968182,0.0261052524983466,44,0.39904950154533925,0.052942881196925,0.021063454390088998,0.5913752488951816,0.256204885291461,0.75,-1.5232229152118535,0.02,0.877208686040537,MACE-MP::composition_offset,0.9755477618078224,0.877208686040537,shallow_gradient_boosting,ML_estimate_only
job_062_Mg_fe_-0.803_n4_generated_crystals_cif__gen_1,Mg,Li1 Mg2 O4,15bc8fa686c0a8437ee4f367a413e0f31f2d61bf8f2dabd51ad0f2200b67977f,SM_Mg_007,1,7.0,8,2.030577,11.473996,-5.451476505824497,-5.458400181361607,0.067378739675113,1.2409919697127785,-0.009598972453962,2.0199242839324647,0.0440634602231376,12,-5.019785438925771,-5.028940824169526,0.076984775670226,1.2867789925869737,-0.0097805343225497,2.0055232722969616,0.0437274921570905,12,0.42945935719208084,0.00033596806604709734,0.00018156186858769852,0.2223790672333522,0.17570408578268717,0.75,-1.4821406265293975,0.02,0.18593697443604046,MACE-MP::composition_offset,0.06619254934023018,0.18593697443604046,shallow_gradient_boosting,ML_estimate_only
job_065_Mn_fe_-1.024_n4_generated_crystals_cif__gen_0,Mn,Li1 Mn2 O4,9b6c9fdc14fc5657b061d4660dedc3e7bad89dfed06122dd626ac787df176be4,SM_Mn_004,35,7.0,2,1.890137,10.417294,-7.715488978794643,-7.722109658377511,0.081809191672204,0.9336984955375814,0.0339171858415148,1.926889185389032,0.0282365405045834,2,-6.846061945268249,-6.853133995498843,0.0879935753292486,1.131820196829809,0.0347347483954678,1.9207596058392125,0.0260752086602421,2,0.8689756628786682,0.0021613318443413007,0.0008175625539530024,0.49027477825375654,0.2589575136388306,0.5,-1.857198902457247,0.02,1.0,MACE-MP::composition_offset,1.0,1.0,shallow_gradient_boosting,ML_estimate_only
job_065_Mn_fe_-1.024_n4_generated_crystals_cif__gen_1,Mn,Li1 Mn2 O4,7b153f005e5f7666b8a2955fe87b1d609b9f33ff8e46819474b934a8ee95aefe,SM_Mn_008,9,7.0,1,1.918038,11.720802,-7.701988220214844,-7.713387080601284,0.09777775085262,0.9547201081493246,-0.0168097864577055,1.908857657885334,0.0814060673604809,1,-6.832903242668793,-6.843645935671687,0.0988671803057429,1.0511288865562392,-0.0150123779388691,1.910503198647367,0.0832134299027068,1,0.8697411449295966,0.0018073625422259099,0.0017974085188363995,0.42423319373219676,0.2516916484337471,0.5,-1.8477108426300912,0.02,1.0,MACE-MP::composition_offset,1.0,1.0,shallow_gradient_boosting,ML_estimate_only
job_065_Mn_fe_-1.024_n4_generated_crystals_cif__gen_2,Mn,Li1 Mn2 O4,36c2f46107a76890564aa6cfdde2ab9e20517a1d3a748eecbc32969327fef2e0,SM_Mn_003,16,7.0,1,1.920437,10.820271,-7.7103778294154575,-7.711972372872489,0.0964876126859651,0.4372551229400342,0.0026612500436873,1.907961748878948,0.0142805717473026,1,-6.844522372557528,-6.845946925037603,0.0939258182410243,0.6111980853733933,0.0025306710041823,1.9100412408280705,0.0132299097500453,1,0.8660254478348861,0.0010506619972573007,0.000130579039505,0.43301233320451465,0.25424018108096064,0.5,-1.8500118319960066,0.02,1.0,MACE-MP::composition_offset,1.0,1.0,shallow_gradient_boosting,ML_estimate_only
job_066_Mn_fe_-1.023_n4_generated_crystals_cif__gen_0,Mn,Li1 Mn2 O4,47511780add7c9fd4a542cae808c6c331bf256488e081a10ff054a736317445a,SM_Mn_011,2,7.0,8,1.948822,10.918021,-7.678310394287109,-7.682066236223493,0.07392524932235,1.0471408501425743,0.0038591906278007,1.9279992268226525,0.0257094828236338,12,-6.813340978843504,-6.815391404238772,0.0801626853521964,1.441534519206804,-0.0016127759523675,1.9320980875121208,0.0103912470915932,12,0.8666748319847208,0.0153182357320406,0.0054719665801682,0.26493734986134,0.19516410600312284,0.5,-1.8194563111971762,0.02,1.0,MACE-MP::composition_offset,1.0,1.0,shallow_gradient_boosting,ML_estimate_only
job_066_Mn_fe_-1.023_n4_generated_crystals_cif__gen_1,Mn,Li1 Mn2 O4,96ad1471e49273ea7e06cbf64034e50364a1e5a56b2ccc8ec0aedfb0808cf0ce,SM_Mn_010,10,7.0,1,1.820502,9.892236,-7.654886518205915,-7.663988385881696,0.0750850640207696,0.8035386155412546,0.0277603093418665,1.8564956500487295,0.026538005191164,8,-6.7906753758122,-6.799485004249826,0.0855300719116347,1.158960969655529,0.0210839261556368,1.8564867981897768,0.0237897278244519,8,0.8645033816318701,0.002748277366712102,0.006676383186229699,0.5340752986356097,0.2568220064746557,0.5,-1.80354991120823,0.02,1.0,MACE-MP::composition_offset,1.0,1.0,shallow_gradient_boosting,ML_estimate_only
job_066_Mn_fe_-1.023_n4_generated_crystals_cif__gen_2,Mn,Li1 Mn2 O4,3e22470c44281cf1b1f4c414875ff26d328267fc24076aa63008aa21b0898274,SM_Mn_008,9,7.0,1,1.913943,11.63073,-7.713526044573102,-7.714621952601841,0.0948872857011638,0.9236556999637888,-0.0020268417381767,1.9158431799110844,0.0095004628819706,1,-6.842685180807102,-6.844135984420315,0.0947766376970659,1.1698690276050538,-0.002470932114606,1.911560202765378,0.0110204445105252,1,0.8704859681815265,0.001519981628554599,0.0004440903764292999,0.4254112321024085,0.25511159818130147,0.5,-1.8482008913787187,0.02,1.0,MACE-MP::composition_offset,1.0,1.0,shallow_gradient_boosting,ML_estimate_only
job_066_Mn_fe_-1.023_n4_generated_crystals_cif__gen_3,Mn,Li1 Mn2 O4,5d1c39ef49450392da5bc08acd96e339921a2fb2f17a5023cd84744081a8e4a8,SM_Mn_004,35,7.0,6,1.929343,10.807952,-7.72337177821568,-7.723421369280134,0.0886652700920706,0.4338071529124519,8.574654809678783e-05,1.9298416492995785,0.0007042527694292,10,-6.8548221360112525,-6.855210653435145,0.0684792047859604,0.9639212059346692,0.0013178343087136,1.92877488698578,0.0047990635589847,10,0.868210715844989,0.0040948107895555,0.0012320877606168121,0.46065198514331407,0.25803510685751535,0.5,-1.8592755603935487,0.02,1.0,MACE-MP::composition_offset,1.0,1.0,shallow_gradient_boosting,ML_estimate_only
job_067_Mg_fe_-0.974_n4_generated_crystals_cif__gen_1,Mg,Li1 Mg2 O4,a4476adb8ff723ffd77ad906458dbb731bf44b1e23449d157c165aeeec123c9b,SM_Mg_004,15,7.0,8,2.035751,11.004075,-5.453634534563337,-5.461346762520926,0.0604602200719825,1.0666058589102092,0.0125576762957773,2.0301359876464944,0.0471931915811969,119,-5.063105777588943,-5.066447426138543,0.0160146883825143,1.4535678034079,-0.0079276805742575,2.028461189036714,0.0248300649617076,119,0.39489933638238295,0.022363126619489297,0.0204853568700348,0.788557810321563,0.16303790250944944,0.75,-1.5196472284984148,0.02,0.8370390883508088,MACE-MP::composition_offset,0.7936210564719182,0.8370390883508088,shallow_gradient_boosting,ML_estimate_only
job_068_Cr_fe_-1.051_n4_generated_crystals_cif__gen_0,Cr,Li1 Cr2 O4,5edb345d9d1c5a43430530e24a44a30c73c1f1597a408a00802952c837cb3339,SM_Cr_008,15,7.0,1,1.864833,9.749067,-8.023768288748604,-8.029300689697266,0.0825092897508174,1.328503485788362,0.0193680033383847,1.8439127873325665,0.0622650255872422,8,-7.075916657135786,-7.076607389121222,0.0920272915478693,1.373838661172102,0.0006498502758598,1.8712959748857303,0.0066805051677018,8,0.9526933005760441,0.0555845204195404,0.0187181530625249,0.7192103705280246,0.20226262257224206,0.42857142857142855,-2.269172215176674,0.02,0.9383889595332352,MACE-MP::composition_offset,0.9989921920038128,0.9383889595332352,shallow_gradient_boosting,ML_estimate_only
job_068_Cr_fe_-1.051_n4_generated_crystals_cif__gen_1,Cr,Li1 Cr2 O4,5a038822cb57c157b4630fd0345acaeb340e932a741bae8c713790dfaeacb132,SM_Cr_005,12,7.0,8,1.861242,10.056339,-8.029767717633929,-8.03374753679548,0.0549608400724853,0.420139829460373,-0.0014690317763738,1.782946155418425,0.0277128334100251,8,-7.0708514548593095,-7.075410961981538,0.0720277639825683,1.2388125742671603,-0.0172782999267532,1.839629621274071,0.0352115927654789,8,0.9583365748139414,0.0074987593554538025,0.015809268150379398,0.724625494040051,0.21230111429679607,0.42857142857142855,-2.26797578803699,0.02,0.945334858861093,MACE-MP::composition_offset,0.8474826244518054,0.945334858861093,shallow_gradient_boosting,ML_estimate_only
job_068_Cr_fe_-1.051_n4_generated_crystals_cif__gen_3,Cr,Li1 Cr2 O4,f02499c0e55ad2081fcfdc71215c6bff37176a9f5e6efe33a699bbde26351105,SM_Cr_011,4,7.0,6,1.917188,10.849008,-8.057055337088448,-8.059442792619977,0.0798393969580478,1.4567147013002049,0.001264268491655,1.887260195624093,0.0175157045479782,10,-7.078279133327387,-7.084137686674707,0.093747864611376,1.3512779878766483,0.0067843664350291,1.836586352871716,0.0452164364368868,10,0.9753051059452709,0.027700731888908602,0.005520097943374101,0.48107038393141016,0.27585664821764433,0.42857142857142855,-2.276702512730159,0.02,0.8779650739508762,MACE-MP::composition_offset,0.33757282951620216,0.8779650739508762,shallow_gradient_boosting,ML_estimate_only
job_069_Mn_fe_-1.295_n4_generated_crystals_cif__gen_0,Mn,Li1 Mn2 O4,7ebabd54abce3a5c263d39fbba2e68be93f45c09af0b8764d32869766c40e792,SM_Mn_010,10,7.0,8,1.870151,10.24249,-7.660428183419364,-7.663071768624442,0.0779234223759065,0.834517523918252,-0.0028529114426153,1.8734406118064864,0.0214232693424781,8,-6.7978402388609664,-6.799293000057906,0.0868226631571316,0.772566175772909,-0.0041461521496072,1.8776652860127057,0.0158857890075371,8,0.8637787685665357,0.005537480334940999,0.0012932407069919,0.5544953608046534,0.2524118335199847,0.5,-1.8033579070163102,0.02,1.0,MACE-MP::composition_offset,1.0,1.0,shallow_gradient_boosting,ML_estimate_only
job_069_Mn_fe_-1.295_n4_generated_crystals_cif__gen_1,Mn,Li1 Mn2 O4,158dd132d10005972595183478e68ef41a9a68b8eea74c2810906e3622592747,SM_Mn_012,5,7.0,1,1.880688,11.162702,-7.655485970633371,-7.659528459821429,0.0812276553343053,0.5904554107655954,0.0070371488049749,1.889759854050748,0.0320033597492852,8,-6.7961510638105125,-6.799179526011284,0.0976218137056273,0.4368607845863517,0.0077330991326172,1.874675887965972,0.0289421650626785,8,0.8603489338101449,0.0030611946866066983,0.0006959503276423003,0.30388423203696163,0.23796865709136417,0.5,-1.803244432969688,0.02,1.0,MACE-MP::composition_offset,1.0,1.0,shallow_gradient_boosting,ML_estimate_only
job_069_Mn_fe_-1.295_n4_generated_crystals_cif__gen_2,Mn,Li1 Mn2 O4,3968b2f509f497c78206b1324eeebf6567a425d76eb4ebdd36737177304d27cf,SM_Mn_013,8,7.0,8,1.902834,10.127418,-7.677542005266462,-7.678003583635602,0.0471833597333218,1.4205154551367754,0.0027009199410588,1.909452972439734,0.0041147081027139,44,-6.811993608069171,-6.812053101772724,0.0935019855688747,1.2657928949827637,0.0001515640325904,1.903997013339894,0.0007132129595249,44,0.8659504818628783,0.0034014951431889998,0.0025493559084684,0.48999859298876236,0.26030080891063123,0.5,-1.8161180087311282,0.02,1.0,MACE-MP::composition_offset,1.0,1.0,shallow_gradient_boosting,ML_estimate_only
