candidate_count,group_count,singleton_group_count,singleton_candidate_fraction,maximum_group_size,source_sha256
640,614,588,0.91875,2,9eeb02e12dcc750c068f452917c70fe439907a0ed3ea31b04ac5f23bec0124f3
