candidate_id,p_dft_evaluable,prediction_role
job_149_Mn_fe_-1.083_n4_generated_crystals_cif__gen_2,0.1692725996705695,prospective_unlabeled
job_149_Mn_fe_-1.083_n4_generated_crystals_cif__gen_3,0.483947400944513,prospective_unlabeled
job_154_Mn_fe_-1.207_n4_generated_crystals_cif__gen_1,0.55398033640769,prospective_unlabeled
job_154_Mn_fe_-1.207_n4_generated_crystals_cif__gen_2,0.5159472833804974,prospective_unlabeled
job_154_Mn_fe_-1.207_n4_generated_crystals_cif__gen_3,0.2816441068368382,prospective_unlabeled
job_155_Mg_fe_-1.104_n4_generated_crystals_cif__gen_3,0.790596843053491,prospective_unlabeled
job_162_Mn_fe_-1.493_n4_generated_crystals_cif__gen_0,0.4041707934602698,prospective_unlabeled
job_162_Mn_fe_-1.493_n4_generated_crystals_cif__gen_1,0.6567872093524433,prospective_unlabeled
job_162_Mn_fe_-1.493_n4_generated_crystals_cif__gen_2,0.4735641576130078,prospective_unlabeled
job_162_Mn_fe_-1.493_n4_generated_crystals_cif__gen_3,0.5858811941959563,prospective_unlabeled
job_163_Mg_fe_-0.801_n4_generated_crystals_cif__gen_3,0.7853789591745656,prospective_unlabeled
job_164_Mn_fe_-1.449_n4_generated_crystals_cif__gen_1,0.4905102786884955,prospective_unlabeled
job_164_Mn_fe_-1.449_n4_generated_crystals_cif__gen_2,0.292563193266662,prospective_unlabeled
job_167_Mn_fe_-0.885_n4_generated_crystals_cif__gen_1,0.5710145242799746,prospective_unlabeled
job_167_Mn_fe_-0.885_n4_generated_crystals_cif__gen_2,0.5607163280620118,prospective_unlabeled
job_167_Mn_fe_-0.885_n4_generated_crystals_cif__gen_3,0.534698506762005,selected_model_oof
job_171_Cr_fe_-1.042_n4_generated_crystals_cif__gen_0,0.7435405067218948,prospective_unlabeled
job_171_Cr_fe_-1.042_n4_generated_crystals_cif__gen_1,0.7317050572920912,prospective_unlabeled
job_171_Cr_fe_-1.042_n4_generated_crystals_cif__gen_2,0.858138172935063,prospective_unlabeled
job_171_Cr_fe_-1.042_n4_generated_crystals_cif__gen_3,0.3949503188042356,prospective_unlabeled
job_172_Mn_fe_-1.032_n4_generated_crystals_cif__gen_1,0.5487631854970549,prospective_unlabeled
job_172_Mn_fe_-1.032_n4_generated_crystals_cif__gen_3,0.4260229176655434,prospective_unlabeled
job_173_Mg_fe_-1.290_n4_generated_crystals_cif__gen_2,0.8055281376954284,prospective_unlabeled
job_176_Mn_fe_-0.980_n4_generated_crystals_cif__gen_0,0.5189843050035219,prospective_unlabeled
job_176_Mn_fe_-0.980_n4_generated_crystals_cif__gen_1,0.3934483790420416,prospective_unlabeled
job_176_Mn_fe_-0.980_n4_generated_crystals_cif__gen_2,0.4064677598468415,prospective_unlabeled
job_176_Mn_fe_-0.980_n4_generated_crystals_cif__gen_3,0.5287757196937202,prospective_unlabeled
job_178_Mg_fe_-1.353_n4_generated_crystals_cif__gen_1,0.8222477012049736,prospective_unlabeled
job_181_Mg_fe_-1.158_n4_generated_crystals_cif__gen_0,0.7869540815084948,prospective_unlabeled
job_181_Mg_fe_-1.158_n4_generated_crystals_cif__gen_3,0.282745429518501,prospective_unlabeled
job_182_Cr_fe_-1.464_n4_generated_crystals_cif__gen_0,0.7662081153077093,prospective_unlabeled
job_182_Cr_fe_-1.464_n4_generated_crystals_cif__gen_1,0.7219707985446316,prospective_unlabeled
job_182_Cr_fe_-1.464_n4_generated_crystals_cif__gen_2,0.1558326960552503,selected_model_oof
job_182_Cr_fe_-1.464_n4_generated_crystals_cif__gen_3,0.7458629661506683,prospective_unlabeled
job_189_Mg_fe_-1.493_n4_generated_crystals_cif__gen_1,0.802663342049416,prospective_unlabeled
job_190_Mn_fe_-0.838_n4_generated_crystals_cif__gen_1,0.4798653399835574,prospective_unlabeled
job_190_Mn_fe_-0.838_n4_generated_crystals_cif__gen_2,0.1990032825142934,prospective_unlabeled
job_192_Mg_fe_-1.475_n4_generated_crystals_cif__gen_0,0.8219242358896475,prospective_unlabeled
job_195_Mn_fe_-1.284_n4_generated_crystals_cif__gen_0,0.6845163672318278,prospective_unlabeled
job_195_Mn_fe_-1.284_n4_generated_crystals_cif__gen_1,0.4256715417222845,prospective_unlabeled
job_195_Mn_fe_-1.284_n4_generated_crystals_cif__gen_3,0.6887234785358324,prospective_unlabeled
job_196_Cr_fe_-0.819_n4_generated_crystals_cif__gen_1,0.2409000838189922,prospective_unlabeled
job_196_Cr_fe_-0.819_n4_generated_crystals_cif__gen_2,0.7143251092055876,prospective_unlabeled
job_196_Cr_fe_-0.819_n4_generated_crystals_cif__gen_3,0.7376564180451762,prospective_unlabeled
job_197_Mn_fe_-0.871_n4_generated_crystals_cif__gen_0,0.5920501864566906,prospective_unlabeled
job_197_Mn_fe_-0.871_n4_generated_crystals_cif__gen_1,0.2178478239787586,prospective_unlabeled
job_197_Mn_fe_-0.871_n4_generated_crystals_cif__gen_2,0.5078943843781338,prospective_unlabeled
job_200_Cr_fe_-1.108_n4_generated_crystals_cif__gen_0,0.7106987532024752,prospective_unlabeled
job_200_Cr_fe_-1.108_n4_generated_crystals_cif__gen_2,0.7173698564351173,prospective_unlabeled
job_200_Cr_fe_-1.108_n4_generated_crystals_cif__gen_3,0.7164911602670148,prospective_unlabeled
job_201_Cr_fe_-1.216_n4_generated_crystals_cif__gen_0,0.8923967713067077,prospective_unlabeled
job_201_Cr_fe_-1.216_n4_generated_crystals_cif__gen_1,0.7408974536265167,prospective_unlabeled
job_201_Cr_fe_-1.216_n4_generated_crystals_cif__gen_2,0.1558326960552503,selected_model_oof
job_201_Cr_fe_-1.216_n4_generated_crystals_cif__gen_3,0.8535448838678896,prospective_unlabeled
job_204_Cr_fe_-0.932_n4_generated_crystals_cif__gen_0,0.7771414844243733,prospective_unlabeled
job_204_Cr_fe_-0.932_n4_generated_crystals_cif__gen_3,0.9676303923050524,selected_model_oof
job_207_Cr_fe_-0.848_n4_generated_crystals_cif__gen_1,0.6941126738251753,prospective_unlabeled
job_207_Cr_fe_-0.848_n4_generated_crystals_cif__gen_2,0.7008958908275648,prospective_unlabeled
job_208_Cr_fe_-1.031_n4_generated_crystals_cif__gen_0,0.7473003986235223,prospective_unlabeled
job_208_Cr_fe_-1.031_n4_generated_crystals_cif__gen_1,0.7345485881416998,prospective_unlabeled
job_208_Cr_fe_-1.031_n4_generated_crystals_cif__gen_2,0.7375624292912804,prospective_unlabeled
job_208_Cr_fe_-1.031_n4_generated_crystals_cif__gen_3,0.8784462298782373,prospective_unlabeled
job_212_Cr_fe_-1.473_n4_generated_crystals_cif__gen_0,0.7524268590684586,prospective_unlabeled
job_212_Cr_fe_-1.473_n4_generated_crystals_cif__gen_2,0.7809973745565075,prospective_unlabeled
job_212_Cr_fe_-1.473_n4_generated_crystals_cif__gen_3,0.8866023054897056,prospective_unlabeled
job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0,0.732259111959197,selected_model_oof
job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_1,0.496215297908662,prospective_unlabeled
job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_3,0.7530299591698077,prospective_unlabeled
job_216_Cr_fe_-0.890_n4_generated_crystals_cif__gen_0,0.7375337521995776,prospective_unlabeled
job_216_Cr_fe_-0.890_n4_generated_crystals_cif__gen_2,0.7687369530599756,prospective_unlabeled
job_216_Cr_fe_-0.890_n4_generated_crystals_cif__gen_3,0.7216774394870843,prospective_unlabeled
job_220_Cr_fe_-1.305_n4_generated_crystals_cif__gen_0,0.7612806672219367,prospective_unlabeled
job_220_Cr_fe_-1.305_n4_generated_crystals_cif__gen_1,0.8883401709575751,prospective_unlabeled
job_220_Cr_fe_-1.305_n4_generated_crystals_cif__gen_2,0.3684799898345629,prospective_unlabeled
job_223_Mg_fe_-1.268_n4_generated_crystals_cif__gen_1,0.8282808992221965,prospective_unlabeled
job_224_Mn_fe_-1.419_n4_generated_crystals_cif__gen_0,0.4257333249194916,prospective_unlabeled
job_224_Mn_fe_-1.419_n4_generated_crystals_cif__gen_2,0.5017713662295313,prospective_unlabeled
job_224_Mn_fe_-1.419_n4_generated_crystals_cif__gen_3,0.5083165093688496,prospective_unlabeled
job_227_Mg_fe_-1.196_n4_generated_crystals_cif__gen_3,0.5812318586127019,prospective_unlabeled
job_230_Mg_fe_-1.419_n4_generated_crystals_cif__gen_3,0.7878704734201486,prospective_unlabeled
job_232_Mn_fe_-1.004_n4_generated_crystals_cif__gen_1,0.6925450094089673,prospective_unlabeled
job_232_Mn_fe_-1.004_n4_generated_crystals_cif__gen_2,0.3672340531805006,prospective_unlabeled
job_232_Mn_fe_-1.004_n4_generated_crystals_cif__gen_3,0.3740849240523277,prospective_unlabeled
job_233_Mn_fe_-1.136_n4_generated_crystals_cif__gen_0,0.5303784975295541,prospective_unlabeled
job_233_Mn_fe_-1.136_n4_generated_crystals_cif__gen_1,0.5049877247567938,prospective_unlabeled
