candidate_id,hidden_p_dft_evaluable,score_source
job_154_Mn_fe_-1.207_n4_generated_crystals_cif__gen_3,0.2816441068368382,full_model_unseen_pool
job_155_Mg_fe_-1.104_n4_generated_crystals_cif__gen_3,0.790596843053491,full_model_unseen_pool
job_162_Mn_fe_-1.493_n4_generated_crystals_cif__gen_0,0.4041707934602698,full_model_unseen_pool
job_162_Mn_fe_-1.493_n4_generated_crystals_cif__gen_1,0.6567872093524433,full_model_unseen_pool
job_162_Mn_fe_-1.493_n4_generated_crystals_cif__gen_2,0.4735641576130078,full_model_unseen_pool
job_162_Mn_fe_-1.493_n4_generated_crystals_cif__gen_3,0.5858811941959563,full_model_unseen_pool
job_163_Mg_fe_-0.801_n4_generated_crystals_cif__gen_3,0.7853789591745656,full_model_unseen_pool
job_164_Mn_fe_-1.449_n4_generated_crystals_cif__gen_1,0.4905102786884955,full_model_unseen_pool
job_164_Mn_fe_-1.449_n4_generated_crystals_cif__gen_2,0.292563193266662,full_model_unseen_pool
job_167_Mn_fe_-0.885_n4_generated_crystals_cif__gen_1,0.5710145242799746,full_model_unseen_pool
job_167_Mn_fe_-0.885_n4_generated_crystals_cif__gen_2,0.5607163280620118,full_model_unseen_pool
job_167_Mn_fe_-0.885_n4_generated_crystals_cif__gen_3,0.534698506762005,shallow_gradient_boosting_OOF
job_171_Cr_fe_-1.042_n4_generated_crystals_cif__gen_0,0.7435405067218948,full_model_unseen_pool
job_171_Cr_fe_-1.042_n4_generated_crystals_cif__gen_1,0.7317050572920912,full_model_unseen_pool
job_171_Cr_fe_-1.042_n4_generated_crystals_cif__gen_2,0.858138172935063,full_model_unseen_pool
job_171_Cr_fe_-1.042_n4_generated_crystals_cif__gen_3,0.3949503188042356,full_model_unseen_pool
job_172_Mn_fe_-1.032_n4_generated_crystals_cif__gen_1,0.5487631854970549,full_model_unseen_pool
job_172_Mn_fe_-1.032_n4_generated_crystals_cif__gen_3,0.4260229176655434,full_model_unseen_pool
job_173_Mg_fe_-1.290_n4_generated_crystals_cif__gen_2,0.8055281376954284,full_model_unseen_pool
job_176_Mn_fe_-0.980_n4_generated_crystals_cif__gen_0,0.5189843050035219,full_model_unseen_pool
job_176_Mn_fe_-0.980_n4_generated_crystals_cif__gen_1,0.3934483790420416,full_model_unseen_pool
job_176_Mn_fe_-0.980_n4_generated_crystals_cif__gen_2,0.4064677598468415,full_model_unseen_pool
job_176_Mn_fe_-0.980_n4_generated_crystals_cif__gen_3,0.5287757196937202,full_model_unseen_pool
job_178_Mg_fe_-1.353_n4_generated_crystals_cif__gen_1,0.8222477012049736,full_model_unseen_pool
job_181_Mg_fe_-1.158_n4_generated_crystals_cif__gen_0,0.7869540815084948,full_model_unseen_pool
job_181_Mg_fe_-1.158_n4_generated_crystals_cif__gen_3,0.282745429518501,full_model_unseen_pool
job_182_Cr_fe_-1.464_n4_generated_crystals_cif__gen_0,0.7662081153077093,full_model_unseen_pool
job_182_Cr_fe_-1.464_n4_generated_crystals_cif__gen_1,0.7219707985446316,full_model_unseen_pool
job_182_Cr_fe_-1.464_n4_generated_crystals_cif__gen_2,0.1558326960552503,shallow_gradient_boosting_OOF
job_182_Cr_fe_-1.464_n4_generated_crystals_cif__gen_3,0.7458629661506683,full_model_unseen_pool
job_189_Mg_fe_-1.493_n4_generated_crystals_cif__gen_1,0.802663342049416,full_model_unseen_pool
job_190_Mn_fe_-0.838_n4_generated_crystals_cif__gen_1,0.4798653399835574,full_model_unseen_pool
job_190_Mn_fe_-0.838_n4_generated_crystals_cif__gen_2,0.1990032825142934,full_model_unseen_pool
job_192_Mg_fe_-1.475_n4_generated_crystals_cif__gen_0,0.8219242358896475,full_model_unseen_pool
job_195_Mn_fe_-1.284_n4_generated_crystals_cif__gen_0,0.6845163672318278,full_model_unseen_pool
job_195_Mn_fe_-1.284_n4_generated_crystals_cif__gen_1,0.4256715417222845,full_model_unseen_pool
job_195_Mn_fe_-1.284_n4_generated_crystals_cif__gen_3,0.6887234785358324,full_model_unseen_pool
job_196_Cr_fe_-0.819_n4_generated_crystals_cif__gen_1,0.2409000838189922,full_model_unseen_pool
job_196_Cr_fe_-0.819_n4_generated_crystals_cif__gen_2,0.7143251092055876,full_model_unseen_pool
job_196_Cr_fe_-0.819_n4_generated_crystals_cif__gen_3,0.7376564180451762,full_model_unseen_pool
job_197_Mn_fe_-0.871_n4_generated_crystals_cif__gen_0,0.5920501864566906,full_model_unseen_pool
job_197_Mn_fe_-0.871_n4_generated_crystals_cif__gen_1,0.2178478239787586,full_model_unseen_pool
job_197_Mn_fe_-0.871_n4_generated_crystals_cif__gen_2,0.5078943843781338,full_model_unseen_pool
job_200_Cr_fe_-1.108_n4_generated_crystals_cif__gen_0,0.7106987532024752,full_model_unseen_pool
job_200_Cr_fe_-1.108_n4_generated_crystals_cif__gen_2,0.7173698564351173,full_model_unseen_pool
job_200_Cr_fe_-1.108_n4_generated_crystals_cif__gen_3,0.7164911602670148,full_model_unseen_pool
job_201_Cr_fe_-1.216_n4_generated_crystals_cif__gen_0,0.8923967713067077,full_model_unseen_pool
job_201_Cr_fe_-1.216_n4_generated_crystals_cif__gen_1,0.7408974536265167,full_model_unseen_pool
job_201_Cr_fe_-1.216_n4_generated_crystals_cif__gen_2,0.1558326960552503,shallow_gradient_boosting_OOF
job_201_Cr_fe_-1.216_n4_generated_crystals_cif__gen_3,0.8535448838678896,full_model_unseen_pool
job_204_Cr_fe_-0.932_n4_generated_crystals_cif__gen_0,0.7771414844243733,full_model_unseen_pool
job_204_Cr_fe_-0.932_n4_generated_crystals_cif__gen_3,0.9676303923050524,shallow_gradient_boosting_OOF
job_207_Cr_fe_-0.848_n4_generated_crystals_cif__gen_1,0.6941126738251753,full_model_unseen_pool
job_207_Cr_fe_-0.848_n4_generated_crystals_cif__gen_2,0.7008958908275648,full_model_unseen_pool
job_208_Cr_fe_-1.031_n4_generated_crystals_cif__gen_0,0.7473003986235223,full_model_unseen_pool
job_208_Cr_fe_-1.031_n4_generated_crystals_cif__gen_1,0.7345485881416998,full_model_unseen_pool
job_208_Cr_fe_-1.031_n4_generated_crystals_cif__gen_2,0.7375624292912804,full_model_unseen_pool
job_208_Cr_fe_-1.031_n4_generated_crystals_cif__gen_3,0.8784462298782373,full_model_unseen_pool
job_212_Cr_fe_-1.473_n4_generated_crystals_cif__gen_0,0.7524268590684586,full_model_unseen_pool
job_212_Cr_fe_-1.473_n4_generated_crystals_cif__gen_2,0.7809973745565075,full_model_unseen_pool
job_212_Cr_fe_-1.473_n4_generated_crystals_cif__gen_3,0.8866023054897056,full_model_unseen_pool
job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_0,0.732259111959197,shallow_gradient_boosting_OOF
job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_1,0.496215297908662,full_model_unseen_pool
job_214_Cr_fe_-0.857_n4_generated_crystals_cif__gen_3,0.7530299591698077,full_model_unseen_pool
job_216_Cr_fe_-0.890_n4_generated_crystals_cif__gen_0,0.7375337521995776,full_model_unseen_pool
job_216_Cr_fe_-0.890_n4_generated_crystals_cif__gen_2,0.7687369530599756,full_model_unseen_pool
job_216_Cr_fe_-0.890_n4_generated_crystals_cif__gen_3,0.7216774394870843,full_model_unseen_pool
job_220_Cr_fe_-1.305_n4_generated_crystals_cif__gen_0,0.7612806672219367,full_model_unseen_pool
job_220_Cr_fe_-1.305_n4_generated_crystals_cif__gen_1,0.8883401709575751,full_model_unseen_pool
job_220_Cr_fe_-1.305_n4_generated_crystals_cif__gen_2,0.3684799898345629,full_model_unseen_pool
job_223_Mg_fe_-1.268_n4_generated_crystals_cif__gen_1,0.8282808992221965,full_model_unseen_pool
job_224_Mn_fe_-1.419_n4_generated_crystals_cif__gen_0,0.4257333249194916,full_model_unseen_pool
job_224_Mn_fe_-1.419_n4_generated_crystals_cif__gen_2,0.5017713662295313,full_model_unseen_pool
job_224_Mn_fe_-1.419_n4_generated_crystals_cif__gen_3,0.5083165093688496,full_model_unseen_pool
